store_id,zone,state,city,pincode,p1DC,status,format
8466,West 1,Maharashtra,Mumbai,400101,R696,Closed,DIGITAL EXPRESS MINI
8872,Central,Gujarat,Ahmedabad,380054,SLTY,OPERATIONAL,Digital
6452,North 1,Haryana,Hissar,125001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
T768,West,Maharashtra,Pune,411019,V014,OPERATIONAL,Digital
TFJ0,West 2,Gujarat,Ahmedabad,380055,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
3836,North 1,Himachal Pradesh,Bilaspur_Hp,174001,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
9194,North 1,Punjab,Nawanshahr,144514,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
9507,West 1,Maharashtra,Mumbai,400076,R696,Closed,DIGITAL EXPRESS MINI
TIY5,Central,Madhya Pradesh,Indore,452001,S0GZ,OPERATIONAL,Digital
8976,East,Odisha,Cuttack,753003,R201,OPERATIONAL,Digital
6819,West 1,Maharashtra,Malegaon,423203,R696,OPERATIONAL,DIGITAL EXPRESS MINI
6778,North 1,Delhi NCR,Delhi,110023,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
T1JM,South 1,Karnataka,Udupi,576102,R396,OPERATIONAL,Digital
6821,South 2,Andhra Pradesh,Ongole,523001,S0UG,OPERATIONAL,Digital
7836,West 1,Maharashtra,Nagpur,440012,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
7529,South 2,Telangana,Hyderabad,500036,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
7889,South 1,Karnataka,Bangalore,560020,R396,OPERATIONAL,DIGITAL EXPRESS MINI
7497,East,Odisha,Cuttack,753001,R201,OPERATIONAL,DIGITAL EXPRESS MINI
8753,North 1,Delhi NCR,Delhi,110044,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TW1Z,North 2,Uttar Pradesh,Aligarh,202001,SJ93,OPERATIONAL,Digital
6540,South 2,Tamil Nadu,Chennai,600043,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
6517,West 1,Maharashtra,Nagpur,440009,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
6511,West 2,Madhya Pradesh,Indore,452004,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
T736,Central,Gujarat,Ahmedabad,380004,SLTY,OPERATIONAL,Digital
3702,East,Jharkhand,Jhumri Tilaiya,825409,R278,OPERATIONAL,DIGITAL EXPRESS MINI
TVK8,North 2,Uttar Pradesh,Lucknow,226030,SC28,OPERATIONAL,Digital
TI04,South 2,Telangana,Mahbubnagar,509001,SE40,OPERATIONAL,Digital
6449,North 2,Uttar Pradesh,Varanasi,221005,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
6303,West 2,Rajasthan,Kota,324007,R810,OPERATIONAL,DIGITAL EXPRESS MINI
TX24,North 1,Delhi NCR,Gurgaon,122003,SJ93,OPERATIONAL,Digital
3712,North 2,Uttar Pradesh,Kairana,247774,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
TDQ3,East,Jharkhand,Bokaro,827013,R278,OPERATIONAL,DIGITAL EXPRESS MINI
6389,North 1,Punjab,Patiala,147001,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
TX60,West 2,Rajasthan,Udaipur,313001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
6461,West 2,Rajasthan,Alwar,301001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
3734,East,West Bengal,Jalpaiguri,735101,SLLN,OPERATIONAL,DIGITAL EXPRESS MINI
6926,West 2,Gujarat,Surat,395004,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
9162,South 1,Karnataka,Mangalore,574201,R396,OPERATIONAL,Digital
TA92,North 2,Uttarakhand,Haldwani,263139,SLOR,OPERATIONAL,Digital
TVK7,South 2,Andhra Pradesh,Vizag,530027,R804,OPERATIONAL,Digital
TW2C,South 3,Tamil Nadu,Cuddalore,607001,SJ99,OPERATIONAL,Digital
6882,South 2,Tamil Nadu,Madurai,625002,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
3707,West 2,Madhya Pradesh,Dhar,454775,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
3798,South 2,Tamil Nadu,Tiruchengode,637211,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
8526,South 2,Andhra Pradesh,Bheemavaram,534201,S0UG,OPERATIONAL,Digital
3815,North 1,Haryana,Panipat,132103,SJ93,OPERATIONAL,Digital
TDF6,North 1,Delhi NCR,Delhi,110064,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6136,North 2,Uttar Pradesh,Mubarakpur,276404,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TK89,South 1,Karnataka,Gadag,582103,R396,OPERATIONAL,Digital
TIY6,South 2,Telangana,Hyderabad,500075,SE40,OPERATIONAL,Digital
7747,North 1,Punjab,Mohali,140603,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
T0XY,South 2,Telangana,Hyderabad,,SE40,OPERATIONAL,Digital
3506,North 2,Uttar Pradesh,Gola,262802,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
3562,West 2,Gujarat,Ankleshwar,393002,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
6918,South 2,Andhra Pradesh,Cuddapah,516001,SJ99,OPERATIONAL,Digital
6567,North 1,Punjab,Gurdaspur,143521,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
6322,South 2,Telangana,Hyderabad,500020,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
7622,South 2,Telangana,Hyderabad,500070,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
6943,North 1,Punjab,Khanna,141401,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
6862,North 1,Haryana,Ganaur,131101,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6888,South 1,Andhra Pradesh,Srikakulam,532201,R804,OPERATIONAL,DIGITAL EXPRESS MINI
6505,East,West Bengal,Kolkata,743330,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TUX0,North 2,Bihar,Patna,800008,R394,OPERATIONAL,Digital
8727,South 2,Andhra Pradesh,Kakinada,533001,R804,OPERATIONAL,Digital
TB83,South 2,Telangana,Hyderabad,500082,SE40,OPERATIONAL,Digital
6743,South 1,Karnataka,Bijapur,586103,V014,OPERATIONAL,DIGITAL EXPRESS MINI
TLL0,East,Odisha,Jharsuguda,768201,R201,OPERATIONAL,Digital
9170,West 1,Maharashtra,Bhusawal,425201,V014,OPERATIONAL,DIGITAL EXPRESS MINI
TY73,EAST,Odisha,Bhubaneshwar,751002,R201,OPERATIONAL,DIGITAL EXPRESS MINI
7881,West 1,Maharashtra,Mumbai,400101,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TEH5,North 2,Uttar Pradesh,Meerut,250002,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
TI03,North 1,Rajasthan,Bhiwadi,301019,SJ93,OPERATIONAL,Digital
6280,West 1,Maharashtra,Nanded,431605,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
7842,North 1,Delhi NCR,Delhi,110093,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6295,West 1,Maharashtra,Solapur,413007,V014,OPERATIONAL,DIGITAL EXPRESS MINI
TCE4,East,Assam,Jorhat,785001,S597,OPERATIONAL,DIGITAL EXPRESS MINI
TO33,South 2,Andhra Pradesh,Kakinada,533001,R804,OPERATIONAL,Digital
8667,West,Maharashtra,Mumbai,400610,R696,OPERATIONAL,Digital
TSF3,South 1,Karnataka,Bangalore,560060,R396,OPERATIONAL,Digital
7533,South 1,Karnataka,Bangalore,560085,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TTS4,South 1,Karnataka,Bangalore,562123,R396,OPERATIONAL,Digital
6549,North 2,Bihar,Bhagalpur,812001,R394,OPERATIONAL,DIGITAL EXPRESS MINI
6498,West 2,Rajasthan,Kota,324005,R810,OPERATIONAL,DIGITAL EXPRESS MINI
6911,West 1,Maharashtra,Mumbai,401203,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7642,East,West Bengal,Kolkata,743145,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TL68,South 1,Karnataka,Bangalore,560075,R396,OPERATIONAL,DIGITAL EXPRESS MINI
7456,EAST,Jharkhand,Ranchi,834001,R278,OPERATIONAL,DIGITAL EXPRESS MINI
7717,South 1,Andhra Pradesh,Vijaywada,520001,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
6490,West 2,Gujarat,Ahmedabad,380001,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
9609,West,Maharashtra,Mumbai,401101,R696,OPERATIONAL,Digital
TG68,South 1,Karnataka,Hospet,583201,R396,OPERATIONAL,Digital
6764,West 1,Maharashtra,Ahmadnagar,414001,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7811,West 1,Maharashtra,Nagpur,440012,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
7761,North 1,Punjab,Jalandhar,144001,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
TA6P,Central,Gujarat,Ahmedabad,380054,SLTY,OPERATIONAL,Digital
8882,South 1,Karnataka,Bangalore,560084,R396,OPERATIONAL,Digital
T0AW,North 1,Punjab,Jalandhar,,S0CV,OPERATIONAL,Digital
T43O,South 2,Telangana,Nirmal,504106,SE40,OPERATIONAL,Digital
6289,South 1,Karnataka,Bangalore,560091,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6559,East,West Bengal,Kolkata,700054,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6133,North 2,Uttar Pradesh,Maunath Bhanjan,275101,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
7968,West 1,Maharashtra,Nashik,422007,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TV17,South 2,Telangana,Hyderabad,500029,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
7759,West 2,Gujarat,Ahmedabad,380008,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
T4JI,North 2,Uttar Pradesh,Ayodhya,,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
6457,South 1,Andhra Pradesh,Vishakhapatnam,530027,R804,OPERATIONAL,DIGITAL EXPRESS MINI
T9RI,South 2,Andhra Pradesh,Nandyal,,SE40,OPERATIONAL,Digital
TSD8,Central,Madhya Pradesh,Indore,452010,S0GZ,OPERATIONAL,Digital
3803,East,Odisha,Jharsuguda,768203,R201,OPERATIONAL,DIGITAL EXPRESS MINI
3583,North 2,Uttar Pradesh,Khurja,203131,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
3572,South 2,Tamil Nadu,Namakkal,637001,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
TC79,South 2,Telangana,Suryapet,508213,SE40,OPERATIONAL,Digital
6506,East,West Bengal,Kolkata,700103,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3882,East,Assam,Jorhat,785001,S597,OPERATIONAL,DIGITAL EXPRESS MINI
TH0V,East,West Bengal,Howrah,-,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
9562,South 1,Karnataka,Bangalore,560062,R396,OPERATIONAL,Digital
TCO2,South 2,Telangana,Armoor,503224,SE40,OPERATIONAL,Digital
6700,East,West Bengal,Kolkata,700079,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3597,North 2,Uttar Pradesh,Budaun,243601,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
T0BH,North 1,Rajasthan,Sikar,,R810,OPERATIONAL,Digital
3644,West 1,Chhattisgarh,Dhamtari,493773,S573,OPERATIONAL,DIGITAL EXPRESS MINI
TUC4,South 2,Telangana,Adilabad,504002,SE40,OPERATIONAL,Digital
9142,South 1,Karnataka,Karwar,581301,R396,OPERATIONAL,DIGITAL EXPRESS MINI
3598,West 2,Rajasthan,Hindaun,141001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
TVM3,Central,Gujarat,Junagadh,362001,SLTY,OPERATIONAL,Digital
7937,West 2,Rajasthan,Jodhpur,342001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
6030,South 2,Tamil Nadu,Arkonam,631001,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
6271,North 2,Uttar Pradesh,Jhansi,284001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TGJ8,North 1,Jammu & Kashmir,Jammu,180001,Y695,OPERATIONAL,DIGITAL EXPRESS MINI
3884,North 1,Jammu & Kashmir,Rajouri,185131,Y695,OPERATIONAL,DIGITAL EXPRESS MINI
TJR1,EAST,Jharkhand,Jamshedpur,832110,R278,OPERATIONAL,DIGITAL EXPRESS MINI
6593,South 1,Karnataka,Chikkaballapur,569101,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TY02,Central,Gujarat,Surat,395009,SLTY,OPERATIONAL,Digital
TW27,South 3,Tamil Nadu,Tirupur,641601,S0TC,OPERATIONAL,Digital
6553,South 1,Karnataka,Bellary,583121,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6669,North 2,Bihar,Munger,811201,R394,OPERATIONAL,DIGITAL EXPRESS MINI
7743,North 1,Punjab,Jalandhar,144022,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
7893,South 2,Kerala,Kochi,682204,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
8989,North 1,Rajasthan,Jodhpur,342001,R810,OPERATIONAL,Digital
TI56,South 2,Andhra Pradesh,Vijayawada,520012,S0UG,OPERATIONAL,Digital
7911,West 2,Madhya Pradesh,Gwalior,474006,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6380,North 2,Bihar,Patna,800003,R394,OPERATIONAL,DIGITAL EXPRESS MINI
T52P,South 2,Telangana,Karim Nagar,505001,SE40,OPERATIONAL,Digital
6373,North 1,Delhi NCR,Faridabad,121001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
7641,East,West Bengal,Kolkata,700056,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
T1RI,West 2,Rajasthan,Jaipur,302001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
6879,West 1,Maharashtra,Mumbai,421202,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TH5M,South 3,Tamil Nadu,Chennai,,SJ99,OPERATIONAL,Digital
7479,South 1,Karnataka,Gulbarga,585102,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
TIY7,South 3,Tamil Nadu,Trichy,620019,S0TC,OPERATIONAL,Digital
3866,South 2,Tamil Nadu,Chennai,600042,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
8458,North 1,Delhi NCR,Delhi,110031,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
3632,North 2,Uttar Pradesh,Bela,230001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
6173,West 2,Rajasthan,Nimbahera,312601,R810,OPERATIONAL,DIGITAL EXPRESS MINI
6143,South 2,Tamil Nadu,Nagercoil,629007,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
6571,West 1,Maharashtra,Achalpur,444806,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
7712,EAST,Odisha,Bhubaneshwar,751006,R201,OPERATIONAL,DIGITAL EXPRESS MINI
6534,South 2,Kerala,Kannur,670002,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
6179,South 2,Tamil Nadu,Mettupalayam,641301,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
7757,West 2,Gujarat,Ahmedabad,380001,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
7496,EAST,Odisha,Bhubaneshwar,751016,R201,OPERATIONAL,DIGITAL EXPRESS MINI
8873,Central,Gujarat,Vadodara,390002,SLTY,OPERATIONAL,Digital
T2PM,South 1,karnataka,Rabkavi Banhatti,,V014,OPERATIONAL,DIGITAL EXPRESS MINI
TR68,West,Maharashtra,Aurangabad,431001,V014,OPERATIONAL,Digital
T764,East,Odisha,Anugul,759122,R201,OPERATIONAL,Digital
T2PR,South 2,Andhra Pradesh,Guntur,,S0UG,OPERATIONAL,Digital
TU17,North 2,Uttar Pradesh,Agra,282001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
9501,West 2,Gujarat,Gandhidham,370201,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
3724,South 1,Andhra Pradesh,Tenali,522201,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
3676,South 1,Andhra Pradesh,Tanuku,534211,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
3708,West 2,Madhya Pradesh,Jaora,457226,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
6632,West 1,Maharashtra,Malegaon,423203,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7536,North 1,Delhi NCR,Delhi,110009,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TSF8,East,West Bengal,Kolkata,712311,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6153,North 2,Uttar Pradesh,Gorakhpur,273004,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
7669,South 1,Karnataka,Mysore,570001,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TB84,West,Maharashtra,Mumbai,410210,R696,OPERATIONAL,Digital
7869,South 1,Karnataka,Hubli-Dharwad,580001,R396,OPERATIONAL,DIGITAL EXPRESS MINI
7688,South 2,Kerala,Kochi,682020,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
6796,West 2,Gujarat,Jetpur,360370,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
3665,East,West Bengal,Bishnupur,722122,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TU39,East,West Bengal,Siliguri,734005,SLLN,OPERATIONAL,Digital
TD06,East,West Bengal,Howrah,711101,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TJI9,South 1,Karnataka,Bangalore,560068,R396,OPERATIONAL,Digital
T45A,South 1,Karnataka,Bagalkote,587102,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6948,South 1,Karnataka,Chintamani,563125,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TLK5,South 3,Tamil Nadu,Thanjavur,613009,S0TC,OPERATIONAL,Digital
3765,East,West Bengal,Kolkata,700047,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7444,South 1,Karnataka,Bangalore,560076,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6343,North 2,Uttar Pradesh,Lucknow,226016,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
7547,North 1,Delhi NCR,Delhi,110007,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TY90,South 2,Telangana,Kamareddy,503111,SE40,OPERATIONAL,Digital
TP57,North 2,Bihar,Purnia,854326,SLLN,OPERATIONAL,DIGITAL EXPRESS MINI
3656,East,Odisha,Belpahar,768218,R201,OPERATIONAL,DIGITAL EXPRESS MINI
3791,North 1,Himachal Pradesh,Baddi,173205,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
T766,South 2,Telangana,Hyderabad,500059,SE40,OPERATIONAL,Digital
8840,South 2,Andhra Pradesh,Vijayawada,520010,S0UG,OPERATIONAL,Digital
TO21,North 2,Uttar Pradesh,Lucknow,226020,SC28,OPERATIONAL,Digital
T755,West 2,Gujarat,Surat,395006,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
TU49,South 2,Telangana,Hyderabad,500082,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
6413,North 2,Uttarakhand,Dehradun,248002,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
TCT9,North 2,Uttar Pradesh,Lucknow,226006,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TKD1,North 1,Delhi NCR,Delhi,110053,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
7985,West 1,Maharashtra,Mumbai,410206,R696,OPERATIONAL,DIGITAL EXPRESS MINI
T837,South 2,Tamil Nadu,Coimbatore,641018,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
8746,West 1,Maharashtra,Mumbai,400016,R696,OPERATIONAL,DIGITAL EXPRESS MINI
6618,North 2,Uttar Pradesh,Meerut,250001,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
9499,East,Odisha,Rajgangpur,770017,R278,OPERATIONAL,DIGITAL EXPRESS MINI
7657,South 2,Telangana,Hyderabad,500016,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
6148,West 2,Rajasthan,Gangapur,322201,R810,OPERATIONAL,DIGITAL EXPRESS MINI
TH33,East,West Bengal,Kolkata,700089,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6611,West 1,Maharashtra,Mumbai,400081,R696,OPERATIONAL,DIGITAL EXPRESS MINI
3776,South 2,Tamil Nadu,Vaniyambadi,635751,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
8908,West,Maharashtra,Mumbai,421003,R696,OPERATIONAL,Digital
7578,South 2,Telangana,Hyderabad,500061,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
TN71,West,Maharashtra,Mumbai,421503,R696,OPERATIONAL,Digital
TO73,EAST,West Bengal,Howrah,711113,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TH0W,Central,Gujarat,Surat,,SLTY,OPERATIONAL,Digital
6299,West 2,Madhya Pradesh,Ujjain,456001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
TO72,EAST,West Bengal,Basirhat,743412,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
T1JW,Central,Gujarat,Ahmedabad,380015,SLTY,OPERATIONAL,Digital
7794,North 2,Bihar,Patna,800001,R394,OPERATIONAL,DIGITAL EXPRESS MINI
8734,East,West Bengal,Kolkata,700029,SLKO,OPERATIONAL,Digital
6493,West 2,Madhya Pradesh,Dewas,455001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
TY24,West 1,Maharashtra,Mumbai,400701,R696,Closed,DIGITAL EXPRESS MINI
TW83,South 3,Kerala,Kochi,682021,SD78,OPERATIONAL,Digital
8917,West,Maharashtra,Mumbai,400705,R696,OPERATIONAL,Digital
8875,North 1,Delhi NCR,Gurgaon,122001,SJ93,OPERATIONAL,Digital
7683,East,West Bengal,Kolkata,700007,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6686,South 2,Tamil Nadu,Tiruchirappalli,620018,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
TXFY,North 2,Uttar Pradesh,Prayagraj,211003,SC28,OPERATIONAL,Digital
6916,South 3,Tamil Nadu,Erode,638011,S0TC,OPERATIONAL,Digital
3713,West 1,Maharashtra,Ratnagiri,415612,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7699,West 2,Madhya Pradesh,Bhopal,462008,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
6604,West 1,Maharashtra,Chandrapur,442401,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
3740,North 2,Uttar Pradesh,Hapur,245101,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
TDG8,East,West Bengal,Behrampore,742103,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3793,North 2,Uttar Pradesh,Shikohabad,283135,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TS89,North 1,Delhi NCR,Bhajanpura,110053,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TXFV,North 1,Delhi NCR,Delhi,110017,SJ93,OPERATIONAL,Digital
TFJ6,South 2,Telangana,Hyderabad,500032,SE40,OPERATIONAL,Digital
6765,North 2,Uttarakhand,Haldwani,263139,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
8990,West 1,Maharashtra,Mumbai,400709,R696,OPERATIONAL,DIGITAL EXPRESS MINI
T13M,North 2,Bihar,Bettiah,845438,R394,OPERATIONAL,Digital
3876,West 1,Maharashtra,Malkapur,443101,SACU,Closed,DIGITAL EXPRESS MINI
6935,South 2,Tamil Nadu,Chennai,603103,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
7597,East,West Bengal,Kolkata,700089,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7902,West 1,Maharashtra,Amravati,444601,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
6813,EAST,West Bengal,Barddhaman,713101,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
T0UM,Central,Chhattisgarh,Bilaspur,,S573,OPERATIONAL,Digital
7863,South 2,Tamil Nadu,Coimbatore,641008,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
6878,North 1,Delhi NCR,Delhi,110059,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6784,North 2,Uttar Pradesh,Lucknow,227105,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
9660,West 1,Maharashtra,Mumbai,421306,R696,OPERATIONAL,DIGITAL EXPRESS MINI
6991,West 1,Maharashtra,Nandurbar,425412,R696,OPERATIONAL,DIGITAL EXPRESS MINI
T79S,Central,Madhya Pradesh,Indore,,S0GZ,OPERATIONAL,Digital
6886,South 2,Tamil Nadu,Kancheepuram,631501,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
9175,South 1,Karnataka,Bijapur,586101,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7951,North 2,Bihar,Gaya,823001,R394,OPERATIONAL,DIGITAL EXPRESS MINI
6614,South 2,Tamil Nadu,Hosur,635109,R396,OPERATIONAL,DIGITAL EXPRESS MINI
7824,East,West Bengal,Kolkata,700009,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
8679,South 2,Telangana,Khammam,507001,S0UG,OPERATIONAL,Digital
7745,North 2,Uttar Pradesh,Kanpur,208025,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TX35,West 1,Maharashtra,Mumbai,400061,R696,OPERATIONAL,DIGITAL EXPRESS MINI
6359,West 1,Maharashtra,Nagpur,440014,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
6183,East,Odisha,Kendujhar,758001,R201,OPERATIONAL,DIGITAL EXPRESS MINI
6269,North 2,Uttar Pradesh,Varanasi,221001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
8992,North 1,Delhi NCR,Delhi,110051,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
9132,South 2,Kerala,Kunnathunad,683556,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
TN23,East,West Bengal,Kolkata,712136,SLKO,OPERATIONAL,Digital
8684,South 1,Karnataka,Bangalore,560040,R396,OPERATIONAL,Digital
7546,South 2,Telangana,Hyderabad,500044,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
9139,South 2,Tamil Nadu,Pattukottai,614601,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
TY64,North 1,Delhi NCR,Delhi,110075,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
T1KR,West 2,Rajasthan,Banswara,327001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
3859,East,Assam,Dhubri,783301,S597,OPERATIONAL,DIGITAL EXPRESS MINI
7658,South 2,Tamil Nadu,Chennai,600082,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
7795,South 2,Kerala,Kollam,691008,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
3574,West 2,Gujarat,Ahmedabad,380015,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
TG67,East,West Bengal,Kolkata,743145,SLKO,OPERATIONAL,Digital
TEI6,East,West Bengal,Hooghly,712202,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6654,South 1,Telangana,Wanaparthy,509103,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
6132,North 2,Uttar Pradesh,Lakhimpur,262701,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
6162,East,Odisha,Puri,752002,R201,OPERATIONAL,DIGITAL EXPRESS MINI
TBA6,Central,Gujarat,Vadodara,390018,SLTY,OPERATIONAL,Digital
