store_id,zone,state,city,pincode,p1DC,status,format
7912,West 2,Rajasthan,Jodhpur,342003,R810,OPERATIONAL,DIGITAL EXPRESS MINI
9164,South 1,Andhra Pradesh,Dharmavaram,515671,R396,OPERATIONAL,DIGITAL EXPRESS MINI
7915,West 2,Madhya Pradesh,Bhopal,462011,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
T762,West,Maharashtra,Pune,411046,V014,OPERATIONAL,Digital
8932,North 1,Rajasthan,Kota,324005,R810,OPERATIONAL,Digital
TI74,Central,Chhattisgarh,Korba,495677,S573,OPERATIONAL,Digital
7906,North 1,Punjab,Jalandhar,144007,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
3865,North 2,Uttar Pradesh,Jaunpur,222001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
3743,South 2,Kerala,Muvattupuzha,686661,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
6398,South 2,Tamil Nadu,Erode,638002,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
TEI3,North 2,Bihar,Patna,801503,R394,OPERATIONAL,Digital
TLL1,North 2,Uttar Pradesh,Lucknow,226022,SC28,OPERATIONAL,Digital
8703,North 1,Rajasthan,Ajmer,305001,R810,OPERATIONAL,Digital
7940,North 2,Uttar Pradesh,Allahabad,211008,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
7861,East,Jharkhand,Jamshedpur,831003,R278,OPERATIONAL,DIGITAL EXPRESS MINI
7541,West 1,Maharashtra,Mumbai,400092,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7655,East,West Bengal,Kolkata,711204,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TVL5,West,Maharashtra,Amravati,444607,SACU,OPERATIONAL,Digital
TJN2,EAST,Assam,Nazira,785685,S597,OPERATIONAL,DIGITAL EXPRESS MINI
TJQ7,South 1,Karnataka,Bangalore,560072,R396,OPERATIONAL,DIGITAL EXPRESS MINI
8909,West,Maharashtra,Mumbai,400604,R696,OPERATIONAL,Digital
8960,Central,Gujarat,Ahmedabad,380006,SLTY,OPERATIONAL,Digital
T2HF,Central,Gujarat,Mehsana,,SLTY,OPERATIONAL,Digital
7538,South 1,Karnataka,Bangalore,560097,R396,OPERATIONAL,DIGITAL EXPRESS MINI
9115,South 2,Tamil Nadu,Udhagamandalam,643001,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
6657,South 1,Telangana,Bodhan,503185,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
T2LB,South 2,Kumbakonam,Tamil Nadu,,S0TC,OPERATIONAL,Digital
T752,South 2,Telangana,Hyderabad,502032,SE40,OPERATIONAL,Digital
7809,North 2,Uttarakhand,Dehradun,248001,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
3880,East,West Bengal,Kolkata,700026,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3716,North 1,Himachal Pradesh,Kangra(Dharamsala),176001,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
6443,West 2,Madhya Pradesh,Bhopal,462001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
3850,South 1,Karnataka,Ramanagaram,573201,R396,OPERATIONAL,DIGITAL EXPRESS MINI
T619,South 1,Karnataka,Bangalore,560003,R396,OPERATIONAL,Digital
8946,North 1,Delhi NCR,Ghaziabad,201010,SJ93,OPERATIONAL,Digital
8757,North 2,Jharkhand,Ranchi,834001,R278,OPERATIONAL,Digital
9505,South 2,Andhra Pradesh,Adoni,518301,SE40,OPERATIONAL,Digital
6189,East,West Bengal,Birnagar,741127,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TJH4,East,West Bengal,Murshidabad,742101,SLKO,OPERATIONAL,Digital
3801,South 2,Tamil Nadu,Bodinayakkanur,625513,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
6023,West 1,Chhattisgarh,Ambikapur,497001,S573,OPERATIONAL,DIGITAL EXPRESS MINI
TH22,South 2,Andhra Pradesh,Guntakal,515801,R396,OPERATIONAL,Digital
TA91,South 1,Karnataka,Bangalore,560061,R396,OPERATIONAL,Digital
TO51,North 2,Bihar,Bhagalpur,812005,R394,OPERATIONAL,Digital
8955,East,West Bengal,Kolkata,700156,SLKO,OPERATIONAL,Digital
6369,Central,Gujarat,Surat,395006,SLTY,OPERATIONAL,Digital
6562,North 2,Uttar Pradesh,Lucknow,226020,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TATS,South 3,Kerala,Thiruvalla,689107,SD78,OPERATIONAL,Digital
7919,South 2,Tamil Nadu,Coimbatore,641006,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
7763,South 2,Kerala,Thrissur,680307,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
7651,West 1,Maharashtra,Panvel,410206,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TV05,EAST,Jharkhand,Ranchi,834008,R278,OPERATIONAL,DIGITAL EXPRESS MINI
T747,East,North East,Pasighat,791102,S597,OPERATIONAL,DIGITAL EXPRESS MINI
6288,West 2,Madhya Pradesh,Gwalior,474002,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
8905,West,Maharashtra,Mumbai,400601,R696,OPERATIONAL,Digital
TE58,East,Odisha,Bhubaneshwar,751010,R201,OPERATIONAL,Digital
8937,South 3,Tamil Nadu,Chennai,600010,SJ99,OPERATIONAL,Digital
7856,North 1,Delhi NCR,Delhi,110015,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
T2UZ,West,Maharashtra,Mumbai,,R696,OPERATIONAL,Digital
TOA2,West,Maharashtra,Nagpur,440010,SACU,OPERATIONAL,Digital
TVK4,South 1,Goa,Margao,403602,R396,OPERATIONAL,Digital
6185,West 2,Gujarat,Surendranagar/ Wadhwan,363002,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
TKA1,West 1,Maharashtra,Nagpur,440024,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
9121,North 1,Jammu & Kashmir,Srinagar,190010,Y695,OPERATIONAL,DIGITAL EXPRESS MINI
9506,South 1,Telangana,Jagtial,505327,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
3878,West 2,Rajasthan,Pali,306040,R810,OPERATIONAL,DIGITAL EXPRESS MINI
9498,North 2,Uttar Pradesh,Hapur,245304,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
7926,North 2,Uttarakhand,Dehradun,248001,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
6574,West 1,Maharashtra,Ballarpur,442701,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
8751,Central,Gujarat,Vadodara,390020,SLTY,OPERATIONAL,Digital
T51D,South 1,Telangana,Nirmal,504106,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
3852,South 1,Karnataka,Bangalore,560072,R396,OPERATIONAL,Digital
3533,West 2,Rajasthan,Hanumangarh,335001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
TSE8,Central,Chhattisgarh,Bilaspur,495001,S573,OPERATIONAL,Digital
6664,South 1,Karnataka,Sira,572137,R396,OPERATIONAL,DIGITAL EXPRESS MINI
7946,North 2,Uttar Pradesh,Allahabad,211003,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
7907,South 2,Telangana,Hyderabad,500057,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
6135,West 2,Madhya Pradesh,Betul,460001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
6783,North 2,Uttar Pradesh,Moradabad,244001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TNP5,West,Maharashtra,Pune,411057,V014,OPERATIONAL,Digital
7539,South 2,Tamil Nadu,Chennai,600040,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
6308,South 1,Karnataka,Mangalore,575001,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6248,South 2,Kerala,Trivandrum,695607,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
6157,West 2,Rajasthan,Fatehpur_Raj,332301,R810,OPERATIONAL,DIGITAL EXPRESS MINI
TEE8,South 1,Karnataka,Hubli,580021,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6342,North 2,Uttar Pradesh,Muzaffarnagar,251002,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
7441,North 1,Haryana,Yamunanagar,135003,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
8765,South 3,Tamil Nadu,Chennai,600004,SJ99,OPERATIONAL,Digital
6445,West 1,Maharashtra,Ahmadnagar,414003,V014,OPERATIONAL,DIGITAL EXPRESS MINI
TSD6,West,Maharashtra,Mumbai,401201,R696,OPERATIONAL,Digital
7714,North 1,Punjab,Chandigarh,140301,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
TK92,North 1,Rajasthan,Hanumangarh,335512,S0CV,OPERATIONAL,Digital
8728,South 3,Tamil Nadu,Madurai,625001,S0TC,OPERATIONAL,Digital
6954,North 1,Punjab,Pathankot,145001,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
7971,West 2,Gujarat,Rajkot,360002,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
7693,West 1,Maharashtra,Pune,411001,V014,OPERATIONAL,DIGITAL EXPRESS MINI
TW86,South 1,Telangana,Kothagudem,507115,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
3883,South 1,Telangana,Mahbubnagar,509001,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
6817,South 2,Tamil Nadu,Tiruppur,641602,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
TCR6,West 2,Rajasthan,Bikaner,334401,R810,OPERATIONAL,DIGITAL EXPRESS MINI
TQ71,South 3,Kerala,Trivandrum,695010,SD78,OPERATIONAL,Digital
TJ5N,South 1,Karnataka,Hassan,,R396,OPERATIONAL,Digital
TY50,EAST,Jharkhand,Jamshedpur,831002,R278,OPERATIONAL,DIGITAL EXPRESS MINI
3518,North 2,Uttar Pradesh,Shamli,247776,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
TY71,EAST,North East,Agartala,799001,S597,OPERATIONAL,DIGITAL EXPRESS MINI
7796,South 2,Kerala,Kochi,682025,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
8635,West,Maharashtra,Mumbai,400701,R696,OPERATIONAL,Digital
7635,West 1,Maharashtra,Mumbai,400002,R696,OPERATIONAL,DIGITAL EXPRESS MINI
9165,East,Assam,Dibrugarh,786001,S597,OPERATIONAL,DIGITAL EXPRESS MINI
TE96,East,West Bengal,Ranigunj,713347,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TS16,North 2,Uttar Pradesh,Allahabad,211003,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TGR9,North 1,Rajasthan,Kota,324007,R810,OPERATIONAL,Digital
TY69,North 2,Bihar,Saharsa,852201,R394,OPERATIONAL,DIGITAL EXPRESS MINI
8883,South 1,Karnataka,Bangalore,560078,R396,OPERATIONAL,Digital
TJV7,East,West Bengal,Jalpaiguri,735101,SLLN,OPERATIONAL,Digital
TVK5,West,Maharashtra,Nashik,422005,R696,OPERATIONAL,Digital
3520,North 2,Uttar Pradesh,Farukhabad,209625,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
7938,West 2,Madhya Pradesh,Jabalpur,482004,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
9650,West 2,Rajasthan,Balotra,344022,R810,OPERATIONAL,DIGITAL EXPRESS MINI
3517,North 2,Uttar Pradesh,Pilibhit,262001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
7458,West 2,Madhya Pradesh,Jabalpur,482002,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
T42R,North 1,Himachal Pradesh,Solan,173212,S0CV,OPERATIONAL,Digital
TCR5,East,Assam,Dibrugarh,786001,S597,OPERATIONAL,Digital
TSD5,South 2,Telangana,Hyderabad,500008,SE40,OPERATIONAL,Digital
3790,North 1,Haryana,Rohtak,124001,SJ93,OPERATIONAL,Digital
TL14,South 2,Andhra Pradesh,Guntur,522201,S0UG,OPERATIONAL,Digital
7785,South 1,Telangana,Warangal,506001,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
6463,West 2,Madhya Pradesh,Dewas,455001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
3643,West 2,Madhya Pradesh,Khandwa,450001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
3677,South 1,Andhra Pradesh,Markapur,523316,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
TEL5,East,Assam,Nagaon,782002,S597,OPERATIONAL,DIGITAL EXPRESS MINI
9118,North 1,Jammu & Kashmir,Anantnag,192101,Y695,OPERATIONAL,DIGITAL EXPRESS MINI
7948,North 2,Bihar,Gaya,823001,R394,OPERATIONAL,DIGITAL EXPRESS MINI
8934,South 3,Tamil Nadu,Chennai,600040,SJ99,OPERATIONAL,Digital
8951,North 1,Delhi NCR,Noida,201301,SJ93,OPERATIONAL,Digital
T592,South 3,Tamil Nadu,Nagarcoil,629403,S0TC,OPERATIONAL,Digital
8919,West,Maharashtra,Pune,411014,V014,OPERATIONAL,Digital
6186,North 1,Delhi NCR,Delhi,110045,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6630,West 1,Maharashtra,Dhule,424001,R696,OPERATIONAL,DIGITAL EXPRESS MINI
TL28,South 1,Andhra Pradesh,Vishakhapatnam,530013,R804,OPERATIONAL,DIGITAL EXPRESS MINI
TR61,West 2,Madhya Pradesh,Bhopal,462022,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
TEU6,North 1,Delhi NCR,Ghaziabad,201009,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TKH2,West 1,Goa,Siolim,403517,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TR65,West,Maharashtra,Latur,413531,V014,OPERATIONAL,Digital
8725,South 3,Tamil Nadu,Salem,636004,S0TC,OPERATIONAL,Digital
7742,West 1,Maharashtra,Nashik,422009,R696,OPERATIONAL,DIGITAL EXPRESS MINI
3633,North 2,Uttar Pradesh,Bahraich,271801,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
3720,North 2,Uttar Pradesh,Mirzapur,231001,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
8791,West 1,Maharashtra,Mumbai,400706,R696,OPERATIONAL,DIGITAL EXPRESS MINI
6277,South 2,Tamil Nadu,Vellore,632007,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
TGJ7,South 2,Tamil Nadu,Chennai,600116,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
T648,North 2,Bihar,Arrah,802301,R394,OPERATIONAL,DIGITAL EXPRESS MINI
6596,West 1,Maharashtra,Osmanabad,413501,V014,OPERATIONAL,DIGITAL EXPRESS MINI
TP31,South 1,Karnataka,Puttur,574201,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TZB5,South 1,Karnataka,Gulbarga,585102,SE40,OPERATIONAL,Digital
TARE,South 3,Tamil Nadu,Tirunelveli,627007,S0TC,OPERATIONAL,Digital
TVM1,North 1,Delhi NCR,Ghaziabad,201001,SJ93,OPERATIONAL,Digital
7852,East,West Bengal,Asansol,713325,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6467,East,West Bengal,Kolkata,700072,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
9148,East,West Bengal,Ranaghat,741201,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6156,East,West Bengal,Balurghat,733101,SLLN,OPERATIONAL,DIGITAL EXPRESS MINI
9595,North 1,Delhi NCR,Delhi,110075,SJ93,OPERATIONAL,Digital
TNE5,North 1,Delhi NCR,Delhi,110017,SJ93,OPERATIONAL,Digital
7633,South 2,Andhra Pradesh,Vizianagaram,535001,R804,OPERATIONAL,Digital
7855,North 1,Punjab,Ludhiana,141008,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
TN25,EAST,West Bengal,Bardhaman,713103,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7616,East,West Bengal,Kolkata,700023,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6663,South 1,Karnataka,Sagar_Kar,573201,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6606,North 1,Punjab,Bhatinda,151001,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
3527,North 1,Punjab,Gobindgarh,147301,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
3586,North 2,Uttar Pradesh,Bulandshahar,203001,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
T2WX,East,West Bengal,Kolkata,,SLKO,OPERATIONAL,Digital
8928,East,Odisha,Bhubaneshwar,751001,R201,OPERATIONAL,Digital
8910,West,Maharashtra,Mumbai,400086,R696,OPERATIONAL,Digital
7751,EAST,Assam,Guwahati,781007,S597,OPERATIONAL,DIGITAL EXPRESS MINI
3886,East,Assam,Lumding,782447,S597,OPERATIONAL,DIGITAL EXPRESS MINI
6808,South 1,Telangana,Nizamabad,503001,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
TDI5,South 2,Andhra Pradesh,Machlipatnam,521002,S0UG,OPERATIONAL,Digital
3858,West 1,Maharashtra,Kopargaon,423601,V014,OPERATIONAL,DIGITAL EXPRESS MINI
T2LK,East,Jharkhand,Giridih,,R278,OPERATIONAL,Digital
6509,West 2,Rajasthan,Ganganagar,335001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
T75V,West,Maharashtra,Pune,411028,V014,OPERATIONAL,Digital
6200,South 2,Andhra Pradesh,Nellore,524001,SJ99,OPERATIONAL,Digital
3849,East,West Bengal,Bolpur,731204,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TZZZ,Central,Gujarat,Rajkot,360004,SLTY,OPERATIONAL,Digital
3614,West 2,Rajasthan,Chomu,302013,R810,OPERATIONAL,DIGITAL EXPRESS MINI
3605,South 1,Karnataka,Kollegal,570020,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6907,North 1,Haryana,Sonipat,131001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TDB3,West 2,Madhya Pradesh,Jabalpur,482001,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
3529,West 2,Gujarat,Godhra,389001,SLTY,OPERATIONAL,DIGITAL EXPRESS MINI
7662,North 1,Delhi NCR,Delhi,110009,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
9173,East,Assam,Sibsagar,785640,S597,OPERATIONAL,DIGITAL EXPRESS MINI
TYW1,East,Odisha,Talcher,759100,R201,OPERATIONAL,Digital
6258,North 1,Delhi NCR,Gurgaon,122003,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TXFX,East,West Bengal,Kolkata,743165,SLKO,OPERATIONAL,Digital
TJH6,North 1,Delhi NCR,Ghaziabad,201002,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6532,East,West Bengal,Kolkata,741235,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3855,West 2,Rajasthan,Sardarshahar,331403,R810,OPERATIONAL,DIGITAL EXPRESS MINI
7979,South 1,Karnataka,Bangalore,560073,R396,OPERATIONAL,DIGITAL EXPRESS MINI
3691,North 2,Uttar Pradesh,Hathras,204101,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6551,North 1,Haryana,Panipat,132103,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
3646,North 2,Uttar Pradesh,Modinagar,201204,SLOR,OPERATIONAL,DIGITAL EXPRESS MINI
SUVV,North 2,Bihar,Patna,801503,R394,OPERATIONAL,DIGITAL EXPRESS MINI
TW26,South 3,Tamil Nadu,Trichy,620018,S0TC,OPERATIONAL,Digital
T750,South 2,Telangana,Hyderabad,500037,SE40,OPERATIONAL,Digital
6834,East,West Bengal,Kolkata,700107,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7832,South 2,Tamil Nadu,Chennai,600100,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
6583,East,West Bengal,Kolkata,743398,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
TIY8,West,Maharashtra,Pune,411022,V014,OPERATIONAL,Digital
7741,EAST,Jharkhand,Jamshedpur,831002,R278,OPERATIONAL,DIGITAL EXPRESS MINI
7725,EAST,Assam,Guwahati,781029,S597,OPERATIONAL,DIGITAL EXPRESS MINI
TSF1,Central,Gujarat,Surat,395007,SLTY,OPERATIONAL,Digital
6895,North 2,Bihar,Buxar,802101,R394,OPERATIONAL,DIGITAL EXPRESS MINI
9611,East,Odisha,Balasore,756003,R201,OPERATIONAL,Digital
7549,North 1,Delhi NCR,Noida,201306,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TFL1,West 1,Maharashtra,Nagpur,440037,SACU,OPERATIONAL,DIGITAL EXPRESS MINI
7481,West 2,Rajasthan,Udaipur,313001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
6283,South 1,Andhra Pradesh,Rajahmundry,533103,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
TZRA,South 2,Andhra Pradesh,Amalapuram,533201,S0UG,OPERATIONAL,Digital
TS19,North 2,Uttar Pradesh,Gorakhpur,273016,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TVL2,North 1,Rajasthan,Jaipur,302018,R810,OPERATIONAL,Digital
6809,East,West Bengal,Kolkata,700006,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7800,South 2,Telangana,Hyderabad,500034,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
7849,West 2,Rajasthan,Kota,324002,R810,OPERATIONAL,DIGITAL EXPRESS MINI
6680,South 2,Andhra Pradesh,Guntur,522007,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
6741,South 1,Andhra Pradesh,Anantapur,515001,R396,OPERATIONAL,DIGITAL EXPRESS MINI
9114,East,Odisha,Berhampur,760001,R201,OPERATIONAL,Digital
7618,South 1,Karnataka,Bangalore,560043,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6502,South 1,Karnataka,Mysore,570017,R396,OPERATIONAL,DIGITAL EXPRESS MINI
TZZO,East,Nagaland,Dimapur,797112,S597,OPERATIONAL,Digital
TA9U,North 1,Delhi NCR,Noida,201301,SJ93,OPERATIONAL,Digital
T32N,South 1,Karnataka,Bangalore,560085,R396,OPERATIONAL,Digital
6368,North 2,Bihar,Gaya,823001,R394,OPERATIONAL,Digital
3507,West 1,Maharashtra,Mumbai,421301,R696,OPERATIONAL,DIGITAL EXPRESS MINI
T2UB,East,West Bengal,MATIGARA,,SLLN,OPERATIONAL,Digital
7967,East,West Bengal,Durgapur,713213,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3602,West 2,Rajasthan,Rajsamand,311001,R810,OPERATIONAL,DIGITAL EXPRESS MINI
7237,North 1,Delhi NCR,Ghaziabad,201005,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
9189,North 1,Delhi NCR,Delhi,110059,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
TDE1,North 1,Delhi NCR,Gurgaon,122001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6340,North 2,Uttar Pradesh,Bareily,243005,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TP32,North 1,Delhi NCR,Greater Noida,201301,SJ93,OPERATIONAL,Digital
8770,North 1,Punjab,Bathinda,151001,S0CV,OPERATIONAL,Digital
7594,South 1,Karnataka,Bangalore,560095,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6859,South 2,Tamil Nadu,Chennai,600094,SJ99,OPERATIONAL,DIGITAL EXPRESS MINI
TFA5,South 1,Karnataka,Bangalore,560071,R396,OPERATIONAL,DIGITAL EXPRESS MINI
3638,East,West Bengal,Katwa,713130,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
3772,East,West Bengal,Darjiling,724101,SLLN,OPERATIONAL,DIGITAL EXPRESS MINI
6965,South 1,Karnataka,Mandya,571401,R396,OPERATIONAL,DIGITAL EXPRESS MINI
7660,East,West Bengal,Kolkata,700063,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6459,South 2,Tamil Nadu,Madurai,625007,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
6470,South 2,Tamil Nadu,Karur,639001,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
6028,West 1,Maharashtra,Parbhani,431401,V014,OPERATIONAL,DIGITAL EXPRESS MINI
7991,South 2,Kerala,Kozhikode,673001,SD78,OPERATIONAL,DIGITAL EXPRESS MINI
T048,East,North East,Tura,794001,S597,OPERATIONAL,DIGITAL EXPRESS MINI
TP56,South 2,Telangana,Hyderabad,500035,SE40,OPERATIONAL,Digital
7678,North 1,Punjab,Amritsar,143006,S0CV,OPERATIONAL,DIGITAL EXPRESS MINI
TVL3,South 3,Tamil Nadu,Tiruvallur,602001,SJ99,OPERATIONAL,Digital
9146,East,West Bengal,Kolkata,700114,SLKO,OPERATIONAL,Digital
TFF3,Central,Gujarat,Ahmedabad,380024,SLTY,OPERATIONAL,Digital
TOQ2,North 2,Uttar Pradesh,Lucknow,226005,SC28,OPERATIONAL,Digital
6482,South 2,Tamil Nadu,Thoothukkudi,628002,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
8796,North 1,Delhi NCR,Delhi,110014,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
6768,North 2,Uttar Pradesh,Moradabad,244001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
7753,EAST,West Bengal,Asansol,713303,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
6264,North 2,Uttar Pradesh,Bareily,243122,SC28,OPERATIONAL,DIGITAL EXPRESS MINI
TZ99,EAST,West Bengal,Krishnanagar,741101,SLKO,OPERATIONAL,DIGITAL EXPRESS MINI
7801,North 2,Bihar,Patna,801503,R394,OPERATIONAL,DIGITAL EXPRESS MINI
3611,South 1,Telangana,Miryalguda,508207,SE40,OPERATIONAL,DIGITAL EXPRESS MINI
TL11,South 1,Karnataka,Bangalore,560033,R396,OPERATIONAL,DIGITAL EXPRESS MINI
6191,South 1,Andhra Pradesh,Ponnuru,522124,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
8764,Central,Gujarat,Rajkot,360005,SLTY,OPERATIONAL,Digital
3511,North 2,Uttar Pradesh,Amroha,244221,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
7676,South 2,Tamil Nadu,Tiruchirappalli,620001,S0TC,OPERATIONAL,DIGITAL EXPRESS MINI
3606,West 2,Madhya Pradesh,Shajapur,465001,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
6281,South 1,Andhra Pradesh,Rajahmundry,533103,S0UG,OPERATIONAL,DIGITAL EXPRESS MINI
6306,West 2,Madhya Pradesh,Ujjain,456010,S0GZ,OPERATIONAL,DIGITAL EXPRESS MINI
8952,East,West Bengal,Asansol,713325,SLKO,OPERATIONAL,Digital
8473,North 1,Delhi NCR,Delhi,110031,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
T767,South 3,Tamil Nadu,Chennai,600073,SJ99,OPERATIONAL,Digital
TI05,West,Maharashtra,Nanded,431602,SE40,OPERATIONAL,Digital
3872,North 1,Delhi NCR,Delhi,110075,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
T665,South 1,Karnataka,Davangere,577001,R396,OPERATIONAL,Digital
TS21,North 1,Rajasthan,Jodhpur,342005,R810,OPERATIONAL,Digital
3652,East,Jharkhand,Phusro,829144,R278,OPERATIONAL,DIGITAL EXPRESS MINI
3854,South 1,Karnataka,Chamrajnagar,570017,R396,OPERATIONAL,DIGITAL EXPRESS MINI
3759,West 1,Maharashtra,Chalisgaon,424101,R696,OPERATIONAL,DIGITAL EXPRESS MINI
7449,North 2,Uttar Pradesh,Agra,282001,SJ93,OPERATIONAL,DIGITAL EXPRESS MINI
