similargrouplevel,cluster_id,store_id
421003001,3,TX42
421003001,3,1965
421003001,3,T825
421003001,3,FR3H
421003001,3,TJT9
421003001,3,TCM7
421003001,3,9591
421003001,3,5845
421003001,3,TZ61
421003001,3,TXXN
421003001,3,8288
421003001,3,T86A
421003001,3,FR1Z
421003001,3,FR2Y
421003001,3,TFI6
421003001,3,9406
421003001,3,TEY9
421003001,3,TP21
421003001,3,T199
421003001,3,TI72
421003001,3,5744
421003001,3,TWPU
421003001,3,5857
421003001,3,TWRW
421003001,3,TWPY
421003001,3,T50P
421003001,3,TU61
421003001,3,TPW2
421003001,3,TJM7
421003001,3,TSQ2
421003001,3,T957
421003001,3,TU80
421003001,3,T532
421003001,3,T27S
421003001,3,FR2C
421003001,3,9701
421003001,3,TX3Y
421003001,3,TWQD
421003001,3,8332
421003001,3,TSK9
421003001,3,T811
421003001,3,TO63
421003001,3,TY5B
421003001,3,TNP1
421003001,3,TCT6
421003001,3,T961
421003001,3,T75E
421003001,3,TX7Q
421003001,3,TX4M
421003001,3,TPH8
421003001,3,T631
421003001,3,T531
421003001,3,TDT7
421003001,3,T1QX
421003001,3,5872
421003001,3,TFC4
421003001,3,5829
421003001,3,T1AK
421003001,3,T176
421003001,3,8089
421003001,3,TKN4
421003001,3,1956
421003001,3,TW06
421003001,3,TOA3
421003001,3,TN20
421003001,3,TJP4
421003001,3,TX1R
421003001,3,TFV1
421003001,3,TPU7
421003001,3,TPO3
421003001,3,TP10
421003001,3,1903
421003001,3,TSP9
421003001,3,TO66
421003001,3,TEW6
421003001,3,TAQO
421003001,3,T52E
421003001,3,TFF7
421003001,3,T41J
421003001,4,TXP3
421003001,4,TWPO
421003001,4,R215
421003001,4,9616
421003001,4,5793
421003001,4,1892
421003001,4,TMK3
421003001,4,T76N
421003001,4,T509
421003001,4,8068
421003001,4,TM30
421003001,4,1975
421003001,4,TZVA
421003001,4,TR29
421003001,4,TO07
421003001,4,TE47
421003001,4,TDX4
421003001,4,9538
421003001,4,8111
421003001,4,TU37
421003001,4,TS82
421003001,4,T1HB
421003001,4,TCN4
421003001,4,TXXO
421003001,4,TX41
421003001,4,THA3
421003001,4,FR1W
421003001,4,9614
421003001,4,TDO7
421003001,4,TCV3
421003001,4,8350
421003001,4,TQD2
421003001,4,TWPR
421003001,4,TFS9
421003001,4,TAX1
421003001,4,5994
421003001,4,5844
421003001,4,TX93
421003001,4,TSN8
421003001,4,TP16
421003001,4,TST5
421003001,4,TGZ4
421003001,4,8109
421003001,4,TH50
421003001,4,TWQA
421003001,4,TSP0
421003001,4,TR99
421003001,4,5759
421003001,4,TZUQ
421003001,4,TFM9
421003001,4,8311
421003001,4,8000
421003001,4,TQ48
421003001,4,T1C2
421003001,4,8137
421003001,4,TGV5
421003001,4,TG71
421003001,4,TQE6
421003001,4,T9HK
421003001,4,T958
421003001,4,5743
421003001,4,5806
421003001,4,5800
421003001,4,TLU7
421003001,4,8104
421003001,4,TK76
421003001,4,9554
421003001,4,5823
421003001,4,9535
421003001,4,9563
421003001,4,8123
421003001,4,TU87
421003001,4,T55Y
421003001,4,TPM2
421003001,4,TFV0
421003001,4,TG90
421003001,4,T928
421003001,4,TP33
421003001,4,TSL7
421003001,4,9666
421003001,4,TO64
421003001,4,TCG4
421003001,4,T783
421003001,4,TXP6
421003001,4,TH78
421003001,4,T563
421003001,4,9529
421003001,4,8018
421003001,4,TST0
421003001,4,TKA6
421003001,4,TQ79
421003001,4,TSQ1
421003001,4,TR52
421003001,4,T148
421003001,4,TY28
421003001,4,8141
421003001,4,TFA8
421003001,4,T866
421003001,4,T623
421003001,4,1902
421003001,4,TPU3
421003001,4,TAUE
421003001,4,FR3Q
421003001,4,TPM9
421003001,4,TFI5
421003001,4,5782
421003001,4,T863
421003001,4,8375
421003001,4,T664
421003001,4,TL87
421003001,4,FR3V
421003001,4,5908
421003001,4,5687
421003001,4,8384
421003001,4,5765
421003001,4,8120
421003001,4,5785
421003001,4,T88N
421003001,4,TQ56
421003001,4,TK57
421003001,4,1925
421003001,4,TX01
421003001,4,TP81
421003001,4,TK84
421003001,4,TATE
421003001,4,8001
421003001,4,TC55
421003001,4,TA1M
421003001,4,9532
421003001,4,TPW9
421003001,4,8085
421003001,4,5749
421003001,4,TL34
421003001,4,8073
421003001,4,1994
421003001,4,T927
421003001,4,TSS0
421003001,4,TKC8
421003001,4,TDH0
421003001,4,TEZ0
421003001,4,TZVD
421003001,4,TOH0
421003001,4,T779
421003001,4,8080
421003001,4,TV28
421003001,4,TLS5
421003001,4,T782
421003001,4,TA12
421003001,4,8379
421003001,4,TW61
421003001,4,TH72
421003001,4,8398
421003001,4,5794
421003001,4,T24X
421003001,4,9555
421003001,4,5888
421003001,4,5821
421003001,4,5819
421003001,4,TWQU
421003001,4,8093
421003001,4,8023
421003001,4,TWQR
421003001,4,TSO9
421003001,4,9410
421003001,4,5805
421003001,4,T31H
421003001,4,8097
421003001,4,TMG1
421003001,4,TI68
421003001,4,TCJ2
421003001,4,TSO8
421003001,4,TQE9
421003001,4,TH73
421003001,4,TB55
421003001,4,TS25
421003001,4,THA2
421003001,4,TWRV
421003001,4,8036
421003001,4,9539
421003001,4,TE90
421003001,4,FR3T
421003001,4,TX3O
421003001,4,TZUZ
421003001,4,TI54
421003001,4,1935
421003001,4,TSQ0
421003001,4,TDN6
421003001,4,TCX8
421003001,4,8016
421003001,4,8124
421003001,4,TSM3
421003001,4,8383
421003001,4,T815
421003001,4,9700
421003001,4,5906
421003001,4,TX58
421003001,4,TV62
421003001,4,TP22
421003001,4,9531
421003001,4,5797
421003001,4,TCG0
421003001,4,9653
421003001,4,8003
421003001,4,TQ13
421003001,4,TLS0
421003001,4,TLR9
421003001,4,1899
421003001,4,8055
421003001,4,TSL5
421003001,4,8345
421003001,4,TZ85
421003001,4,TWQT
421003001,4,TO45
421003001,4,TFN1
421003001,4,8299
421003001,4,TW17
421003001,4,TH98
421003001,4,9519
421003001,4,8024
421003001,4,8125
421003001,4,TT20
421003001,4,5824
421003001,4,8390
421003001,4,TWQC
421003001,4,9430
421003001,4,8034
421003001,4,5747
421003001,4,TG0D
421003001,4,8308
421003001,4,TS83
421003001,4,T800
421003001,4,T61N
421003001,4,5967
421003001,4,T1BR
421003001,4,TL90
421003001,4,TJK3
421003001,4,T820
421003001,4,8090
421003001,4,TAQK
421003001,4,T52Q
421003001,4,8040
421003001,4,TWPT
421003001,4,TSM2
421003001,4,9663
421003001,4,TN03
421003001,4,9090
421003001,4,TEV8
421003001,4,TSQ8
421003001,4,TL59
421003001,4,TEA2
421003001,4,TN08
421003001,4,5880
421003001,4,TX3U
421003001,4,TFQ2
421003001,4,TA06
421003001,4,8113
421003001,4,TLK1
421003001,4,T826
421003001,4,8019
421003001,4,8057
421003001,4,TX4B
421003001,4,TQ54
421003001,4,TFH9
421003001,4,TCV2
421003001,4,TC83
421003001,4,TS29
421003001,4,T659
421003001,4,TKH3
421003001,4,TEV6
421003001,4,T624
421003001,4,TDG5
421003001,4,1982
421003001,4,TW35
421003001,4,TH02
421003001,4,TZVB
421003001,4,TFI8
421003001,4,TDN5
421003001,4,5886
421003001,4,TS22
421003001,4,TPH7
421003001,4,TLJ8
421003001,4,TDZ1
421003001,4,TPW6
421003001,4,TML6
421003001,4,TA2L
421003001,4,TR54
421003001,4,9661
421003001,4,TI75
421003001,4,T522
421003001,4,5966
421003001,4,TPK9
421003001,4,8110
421003001,4,TSL2
421003001,4,9626
421003001,4,TST2
421003001,4,5735
421003001,4,TY13
421003001,4,TX47
421003001,4,9221
421003001,4,8292
421003001,4,TDN9
421003001,4,TTL3
421003001,4,TFE9
421003001,4,TAX8
421003001,4,T1BF
421003001,4,9680
421003001,4,6147
421003001,4,TJ95
421003001,4,TCQ8
421003001,4,TSS9
421003001,4,TKH9
421003001,4,9618
421003001,4,TSN9
421003001,4,TGC5
421003001,4,TX99
421003001,4,TE46
421003001,4,TDO8
421003001,4,T626
421003001,4,TSS7
421003001,4,TR97
421003001,4,TQ14
421003001,4,T929
421003001,4,9586
421003001,5,TH51
421003001,5,8078
421003001,5,8087
421003001,5,8116
421003001,5,T628
421003001,5,T596
421003001,5,TSK5
421003001,5,R216
421003001,5,TV61
421003001,5,5847
421003001,5,TSP6
421003001,5,T536
421003001,5,TKD4
421003001,5,1885
421003001,5,T956
421003001,5,5784
421003001,5,8318
421003001,5,TKY1
421003001,5,TSR0
421003001,5,TCU8
421003001,5,T91J
421003001,5,8025
421003001,5,5746
421003001,5,TEW3
421003001,5,9518
421003001,5,9617
421003001,5,TN61
421003001,5,1979
421003001,5,5684
421003001,5,TB26
421003001,5,4826
421003001,5,TWQI
421003001,5,8079
421003001,5,TK56
421003001,5,T9HJ
421003001,5,TO41
421003001,5,T676
421003001,5,8015
421003001,5,5992
421003001,5,5693
421003001,5,TO42
421003001,5,8335
421003001,5,TO09
421003001,5,TQ55
421003001,5,TW87
421003001,5,9669
421003001,5,5731
421003001,5,TJU8
421003001,5,5798
421003001,5,5932
421003001,5,8118
421003001,5,8117
421003001,5,TZ58
421003001,5,TCR4
421003001,5,TPO2
421003001,5,9641
421003001,5,8062
421003001,5,TO68
421003001,5,TG17
421003001,5,TSO4
421003001,5,1973
421003001,5,TJP7
421003001,5,TTS8
421003001,5,8005
421003001,5,5808
421003001,5,5694
421003001,5,5920
421003001,5,T595
421003001,5,8138
421003001,5,8009
421003001,5,TQE7
421003001,5,TP15
421003001,5,1966
421003001,5,TSK8
421003001,5,8033
421003001,5,8042
421003001,5,TP11
421003001,5,1989
421003001,5,TX1B
421003001,5,T541
421003001,5,8043
421003001,5,5827
421003001,5,T533
421003001,5,T501
421003001,5,TH1J
421003001,5,8058
421003001,5,5861
421003001,5,TU41
421003001,5,8322
421003001,5,T24U
421003001,5,TH36
421003001,5,TG55
421003001,5,8136
421003001,5,9543
421003001,5,5919
421003001,5,TC87
421003001,5,8074
421003001,5,8108
421003001,5,TGZ9
421003001,5,TDH1
421003001,5,5791
421003001,5,TN49
421003001,5,FR3A
421003001,5,8334
421003001,5,5912
421003001,5,9428
421003001,5,TSO5
421003001,5,TS18
421003001,5,9087
421003001,5,8012
421003001,5,5811
421003001,5,5907
421003001,5,TWWT
421003001,5,FR3W
421003001,5,8307
421003001,5,TWPI
421003001,5,8083
421003001,5,8059
421003001,5,TU84
421003001,5,T809
421003001,5,TC84
421003001,5,T588
421003001,5,8071
421003001,5,5934
421003001,5,TV29
421003001,5,1941
421003001,5,8300
421003001,5,8330
421003001,5,1882
421003001,5,TG88
421003001,5,5863
421003001,5,TFQ3
421003001,5,T503
421003001,5,T9LI
421003001,5,1972
421003001,5,TK49
421003001,5,5965
421003001,5,TCG5
421003001,5,5799
421003001,5,TAU7
421003001,5,8082
421003001,5,TEW5
421003001,5,T990
421003001,6,FR2U
421003001,6,T43P
421003001,6,TLU4
421003001,6,FR1F
421003001,6,R218
421003001,6,F1HD
421003001,6,TDT8
421003001,6,TPZ6
421003001,6,TGI2
421003001,6,TDU5
421003001,6,FR2W
421003001,6,TGI1
421003001,6,TFS3
421003001,6,8030
421003001,6,5796
421003001,6,TDP3
421003001,6,TY6F
421003001,6,TGA6
421003001,6,TKE8
421003001,6,TDF2
421003001,6,TEW2
421003001,6,TGR4
421003001,6,FR3B
421003001,6,TR53
421003001,6,FR1O
421003001,6,TJA6
421003001,6,FR1T
421003001,6,T28A
421003001,6,TDE4
421003001,6,FR3D
421003001,6,8028
421003001,6,TDT0
421003001,6,TA9Z
421003001,6,TY6L
421003001,6,TCT1
421003001,6,FR2R
421003001,6,TGA5
421003001,6,TJF9
421003001,6,TF19
421003001,6,T806
421003001,6,TDJ3
421003001,6,TEW0
421003001,6,TDT5
421003001,6,TFS6
421003001,6,TDD2
421003001,6,TDV6
421003001,6,FR1E
421003001,6,TDG6
421003001,6,FR1L
421003001,6,8004
421003001,6,TLT6
421003001,6,FR1J
421003001,6,F1UE
421003001,6,TJA2
421003001,6,TFK7
421003001,6,TDV1
421003001,6,TDT9
421003001,6,TW73
421003001,6,FR1Y
421003001,6,TLZ8
421003001,6,TY9Z
421003001,6,TPH5
421003001,6,5838
421003001,6,F1YD
421003001,6,FR3J
421003001,6,8031
421003001,6,TLA1
421003001,6,FRY7
421003001,6,T2VM
421003001,6,TW69
421003001,6,TJC7
421003001,6,FRZ1
421003001,6,FR1V
421003001,6,TJD5
421003001,6,TDD5
421003001,6,TDO4
421003001,6,TLP3
421003001,6,FR2V
421003001,6,8368
421003001,6,TEA9
421003001,6,TCY2
421003001,6,FR1N
421003001,6,TW63
421003001,6,TMJ9
421003001,6,F1FG
421003001,6,TJF7
421003001,6,FR2O
421003001,6,F1LE
421003001,6,TGD0
421003001,6,FR2Q
421003001,6,FR1B
421003001,6,TJU0
421003001,6,TY6J
421003001,6,TX96
421003001,6,FR3P
421003001,6,TEV7
421003001,6,TCG3
421003001,6,TEB0
421003001,6,F1RG
421003001,6,TJF8
421003001,6,TDJ2
421003001,6,TQ12
421003001,6,TFQ7
421003001,6,9583
421003001,7,TH32
421003001,7,FR1R
421003001,7,F1ZE
421003001,7,F1IG
421003001,7,F1FE
421003001,7,F1YE
421003001,7,TAK9
421003001,7,F1NG
421003001,7,TX20
421003001,7,F1A6
421003001,7,FR2I
421003001,7,F1RE
421003001,7,FR3N
421003001,7,F1SG
421003001,7,TAU9
421003001,7,FR2Z
421003001,7,TO65
421003001,7,TW22
421003001,7,F1NE
421003001,7,F1XD
421003001,7,F1FD
421003001,7,TCH2
421003001,7,F1WD
421003001,7,F1SD
421003001,7,F1JE
421003001,7,F1VG
421003001,7,F1HG
421003001,7,F1A7
421003001,7,F1DE
421003001,7,F1BH
421003001,7,F1PG
421003001,7,TQ15
421003001,7,F1FF
421003001,7,8051
421003001,7,F1DH
421003001,7,F1QG
421003001,7,F1OD
421003001,7,TEG0
421003001,7,F1TG
421003001,7,F1WF
421003001,7,F1EF
421003001,7,FR1S
421003001,7,F1YF
421003001,7,8321
421003001,7,F1GD
421003001,7,F1AH
421003001,7,F1RF
421003001,7,F1XG
421003001,7,TJX5
421003001,7,T11K
421003001,7,F1DF
421003001,7,F1CF
421003001,7,F1ZG
421003001,7,F1OG
421003001,7,F1HE
421003001,7,5756
421003001,7,F1OE
421003001,7,F1VF
421003001,7,T821
421003001,7,F1VD
421003001,7,TJG3
421003001,7,F1QD
421003001,7,TGC6
421003001,7,F1KG
421003001,7,FR2A
421003001,7,TJQ2
421003001,7,TAU8
421003001,7,F1MD
421003001,7,TW68
421003001,7,F1EG
421003001,7,F1GE
421003001,7,F1KF
421003001,7,FR3K
421003001,7,F1JG
421003001,7,F1CH
421003001,7,F1IF
421003001,7,F1AE
421003001,7,F1QE
421003001,7,F1IE
421003001,8,8133
421003001,8,8061
421003001,8,8037
421003001,8,TWPZ
421003001,8,TSQ3
421003001,8,8046
421003001,8,8038
421003001,8,8039
421003001,8,TCV7
421003001,8,5753
421003001,8,TWQH
421003001,8,8396
421003001,8,8121
421003001,8,5801
421003001,8,R217
421003001,8,T9QP
421003001,8,9567
421003001,8,TIQ9
421003001,8,T822
421003001,8,8045
421003001,8,8065
421003001,8,8026
421003001,8,TS24
421003001,8,8088
421003001,8,TDD0
421003001,8,TDV9
421003001,8,T523
421003001,8,9574
421003001,8,8014
421003001,8,8032
421003001,8,TR93
421003001,8,8048
421003001,8,8067
421003001,8,TE93
421003001,8,8107
421003001,8,8091
421003001,8,8114
421003001,8,TNQ9
421003001,8,8094
421003001,8,TG91
421003001,8,8072
421003001,8,8010
421003001,8,8139
421003001,8,T729
421003001,8,1924
421003001,8,8312
421003001,8,8013
421003001,8,1883
421003001,8,TCR0
421003001,8,8305
421003001,8,8070
421003001,8,4827
421003001,8,TSK1
421003001,8,TP68
421003001,8,5943
421003001,8,T0IA
421003001,8,TX4C
421003001,8,8021
421003001,8,TSR9
421003001,8,8095
421003001,8,5922
421003001,8,8035
421003001,8,T564
421003001,8,TX18
421003001,8,5700
421003001,8,8017
421003001,8,5972
421003001,8,TSS2
421003001,8,TE92
421003001,8,8286
421003001,8,8053
421003001,8,5757
421003001,8,8306
421003001,9,F1JM
421003001,9,F1CG
421003001,9,F1JD
421003001,9,F1BE
421003001,9,F1HF
421003001,9,F1LG
421003001,9,F1WG
421003001,9,TWPN
421003001,9,TI5V
421003001,9,F1ZD
421003001,9,F1PF
421003001,9,F1LF
421003001,9,F1KE
421003001,9,F1ID
421003001,9,F1UF
421003001,9,FR2K
421003001,9,TDO1
421003001,9,F1DG
421003001,10,F1EE
421003001,10,TGC7
421003001,10,F1TD
421003001,10,F1QF
421003001,10,F1GG
421003001,10,F1OF
421003001,10,F1LD
421003002,1,TX6A
421003002,1,TKY3
421003002,1,TAZX
421003002,1,TWTA
421003002,1,TIR5
421003002,1,TAIY
421003002,1,TZ79
421003002,1,TWVS
421003002,1,9409
421003002,1,TWTS
421003002,1,TSN5
421003002,1,TH81
421003002,1,TGV4
421003002,1,TWWD
421003002,1,TST9
421003002,1,TDZ3
421003002,1,TZUP
421003002,1,TAHW
421003002,1,TDF7
421003002,1,T43P
421003002,1,TDD3
421003002,1,TXXJ
421003002,1,TST3
421003002,1,TKY0
421003002,1,TAMX
421003002,1,T173
421003002,1,TQD6
421003002,1,TFC6
421003002,1,T926
421003002,1,T84C
421003002,1,TWTO
421003002,1,TX5J
421003002,1,TSY2
421003002,1,TX5Y
421003002,1,TDW1
421003002,1,TSX4
421003002,1,TXP4
421003002,1,TX4T
421003002,1,TWVM
421003002,1,TJD8
421003002,1,TGI2
421003002,1,TAN3
421003002,1,TX1Q
421003002,1,TL05
421003002,1,TK77
421003002,1,T1QY
421003002,1,TTL0
421003002,1,TOG9
421003002,1,TE40
421003002,1,TX4U
421003002,1,TX5Q
421003002,1,TWTY
421003002,1,TLJ4
421003002,1,TZ7Z
421003002,1,TX5M
421003002,1,TFZ2
421003002,1,TWVW
421003002,1,TTD4
421003002,1,TOY4
421003002,1,TATC
421003002,1,TLA3
421003002,1,T49Q
421003002,1,TGJ2
421003002,1,TX7L
421003002,1,TT18
421003002,1,TJP5
421003002,1,T35N
421003002,1,TDP3
421003002,1,TKH6
421003002,1,T9HE
421003002,1,F1SG
421003002,1,TKE8
421003002,1,TJV2
421003002,1,T150
421003002,1,TFR2
421003002,1,T149
421003002,1,TSW2
421003002,1,TAIZ
421003002,1,T1RC
421003002,1,FR3B
421003002,1,THA4
421003002,1,TDF1
421003002,1,T670
421003002,1,T587
421003002,1,TZ26
421003002,1,TLH4
421003002,1,TGD3
421003002,1,TWWF
421003002,1,TWVQ
421003002,1,TWUR
421003002,1,T28A
421003002,1,TIY0
421003002,1,TZA4
421003002,1,TX5O
421003002,1,T33N
421003002,1,8028
421003002,1,TWUC
421003002,1,TWTC
421003002,1,T1DM
421003002,1,TX6C
421003002,1,TX5C
421003002,1,TD08
421003002,1,T0AH
421003002,1,TGA7
421003002,1,TSQ4
421003002,1,FR2R
421003002,1,TSZ8
421003002,1,TSX6
421003002,1,TGA5
421003002,1,TCH1
421003002,1,T76M
421003002,1,T1CN
421003002,1,TX77
421003002,1,TAFX
421003002,1,TX6N
421003002,1,TKZ4
421003002,1,TWVJ
421003002,1,TSS6
421003002,1,T722
421003002,1,TSW1
421003002,1,TME2
421003002,1,T88Q
421003002,1,TTB3
421003002,1,TSP2
421003002,1,T502
421003002,1,TTQ2
421003002,1,T80R
421003002,1,TMJ8
421003002,1,TAPK
421003002,1,T9CY
421003002,1,TPO7
421003002,1,TM15
421003002,1,T1HQ
421003002,1,TJG6
421003002,1,TDD2
421003002,1,T524
421003002,1,TWVU
421003002,1,TWUT
421003002,1,TSO7
421003002,1,TSO2
421003002,1,TW88
421003002,1,TGC7
421003002,1,FR2E
421003002,1,TAL2
421003002,1,TY6I
421003002,1,TXZN
421003002,1,TJJ5
421003002,1,TJC0
421003002,1,TDT4
421003002,1,S0AE
421003002,1,TX7P
421003002,1,TDU7
421003002,1,FR1E
421003002,1,F1FF
421003002,1,TWTQ
421003002,1,TEG1
421003002,1,TZA2
421003002,1,TWVT
421003002,1,TJK7
421003002,1,T630
421003002,1,T66A
421003002,1,TX6Z
421003002,1,T23I
421003002,1,TSU7
421003002,1,TX5Z
421003002,1,TX4P
421003002,1,TLJ0
421003002,1,TJC6
421003002,1,TDU6
421003002,1,TX4Z
421003002,1,TW90
421003002,1,TTB1
421003002,1,TLH3
421003002,1,TCH6
421003002,1,TV19
421003002,1,TKB1
421003002,1,TV41
421003002,1,TXQ2
421003002,1,FRG6
421003002,1,TTA9
421003002,1,TX6D
421003002,1,TSJ8
421003002,1,TJA2
421003002,1,TAQP
421003002,1,TGW2
421003002,1,TDV1
421003002,1,TAJK
421003002,1,FR2X
421003002,1,TFE4
421003002,1,TY57
421003002,1,TAT7
421003002,1,F1TB
421003002,1,TX6V
421003002,1,TDP5
421003002,1,FR3E
421003002,1,FR1S
421003002,1,TWUV
421003002,1,TSM0
421003002,1,TJX3
421003002,1,TW73
421003002,1,TKC9
421003002,1,TAIX
421003002,1,TX8D
421003002,1,TWVP
421003002,1,TJC3
421003002,1,8321
421003002,1,TX06
421003002,1,TX7D
421003002,1,TV36
421003002,1,TY9Z
421003002,1,TWWM
421003002,1,TS17
421003002,1,TFV2
421003002,1,T559
421003002,1,T151
421003002,1,TZ57
421003002,1,TI08
421003002,1,TPO5
421003002,1,T11K
421003002,1,TA8M
421003002,1,TSU9
421003002,1,TWWP
421003002,1,TTA2
421003002,1,TEZ2
421003002,1,TA8K
421003002,1,TX7R
421003002,1,TFV4
421003002,1,TAN4
421003002,1,TAB2
421003002,1,T35J
421003002,1,TAUZ
421003002,1,TSX9
421003002,1,T193
421003002,1,TA8I
421003002,1,T9AM
421003002,1,T73O
421003002,1,TX5E
421003002,1,TME0
421003002,1,TCR3
421003002,1,TWVD
421003002,1,TX8N
421003002,1,TX7M
421003002,1,TX6W
421003002,1,TSL3
421003002,1,TTC0
421003002,1,TSP3
421003002,1,TOP3
421003002,1,TMD9
421003002,1,TKU0
421003002,1,TH54
421003002,1,TSK6
421003002,1,T195
421003002,1,TWSY
421003002,1,8069
421003002,1,TSW5
421003002,1,TEY8
421003002,1,TAG8
421003002,1,TL04
421003002,1,5969
421003002,1,T152
421003002,1,TLP3
421003002,1,TJH3
421003002,1,TTD0
421003002,1,TWTP
421003002,1,TJM3
421003002,1,T59I
421003002,1,TN05
421003002,1,F1VF
421003002,1,TPW3
421003002,1,T89F
421003002,1,T52Q
421003002,1,TTS1
421003002,1,THA5
421003002,1,TWWE
421003002,1,TPI2
421003002,1,TMI9
421003002,1,TX7N
421003002,1,TX5T
421003002,1,TP25
421003002,1,TCY2
421003002,1,TPH6
421003002,1,T0E9
421003002,1,TSN6
421003002,1,TAMU
421003002,1,TX48
421003002,1,TX1J
421003002,1,TAJD
421003002,1,F1UF
421003002,1,TZD8
421003002,1,TJC4
421003002,1,FR1A
421003002,1,TFV6
421003002,1,TDO9
421003002,1,TWUM
421003002,1,TSZ1
421003002,1,TLJ2
421003002,1,T1BW
421003002,1,FR2O
421003002,1,TKZ0
421003002,1,T198
421003002,1,TZE1
421003002,1,TV92
421003002,1,T35I
421003002,1,T199
421003002,1,TTC3
421003002,1,TSU4
421003002,1,TPW2
421003002,1,TX97
421003002,1,5820
421003002,1,TCJ7
421003002,1,F1GE
421003002,1,TJU0
421003002,1,T35X
421003002,1,TWVA
421003002,1,TOF2
421003002,1,TSU8
421003002,1,TX3K
421003002,1,TS23
421003002,1,TAT4
421003002,1,FR3P
421003002,1,TWSZ
421003002,1,TCT6
421003002,1,F1JG
421003002,1,TWWQ
421003002,1,TX4M
421003002,1,TEV7
421003002,1,F1IF
421003002,1,TLA8
421003002,1,TAG7
421003002,1,TKY9
421003002,1,FRZA
421003002,1,TWVV
421003002,1,TR94
421003002,1,TAWC
421003002,1,T64O
421003002,1,TJ95
421003002,1,TGZ5
421003002,1,F1RG
421003002,1,TWUZ
421003002,1,TJF8
421003002,1,TZD9
421003002,1,TKT1
421003002,1,TDX9
421003002,1,TX5S
421003002,1,TSW0
421003002,1,TCX6
421003002,1,TAN5
421003002,1,TJX4
421003002,1,TAJJ
421003002,1,TWTZ
421003002,1,TSX0
421003002,1,TLP2
421003002,1,TDU0
421003002,1,TWRY
421003002,1,TAJC
421003002,2,TSZ2
421003002,2,TPZ1
421003002,2,TXYQ
421003002,2,T80S
421003002,2,TX8B
421003002,2,TAHI
421003002,2,TWVE
421003002,2,TKD0
421003002,2,TX3J
421003002,2,TO39
421003002,2,TJY3
421003002,2,TTD3
421003002,2,TWUY
421003002,2,TSZ6
421003002,2,TEU5
421003002,2,TDZ4
421003002,2,TX6Q
421003002,2,TWWO
421003002,2,TEQ9
421003002,2,TXV4
421003002,2,TX4Q
421003002,2,TWUX
421003002,2,TWUQ
421003002,2,TO40
421003002,2,T81S
421003002,2,TSY5
421003002,2,TZD7
421003002,2,TFZ1
421003002,2,TDY1
421003002,2,TAZZ
421003002,2,TSV1
421003002,2,TAPJ
421003002,2,T43H
421003002,2,TPZ7
421003002,2,TLS7
421003002,2,TKB4
421003002,2,TEQ8
421003002,2,TSZ0
421003002,2,TER4
421003002,2,TA7M
421003002,2,TX6I
421003002,2,TAQQ
421003002,2,TDY6
421003002,2,TDU3
421003002,2,TJF1
421003002,2,TOP4
421003002,2,T83H
421003002,2,TFS1
421003002,2,TAJA
421003002,2,TAZ3
421003002,2,T81T
421003002,2,TY56
421003002,2,TSX8
421003002,2,TJL0
421003002,2,TTX6
421003002,2,TTC6
421003002,2,TWUW
421003002,2,T61R
421003002,2,TLX4
421003002,2,TWTU
421003002,2,TSV9
421003002,2,TJK9
421003002,2,TWTX
421003002,2,TKD6
421003002,2,TSZ4
421003002,2,TX6H
421003002,2,T11E
421003002,2,TV96
421003002,2,TSY4
421003002,2,TP92
421003002,2,TGQ9
421003002,2,TXXE
421003002,2,TPU6
421003002,2,TAB3
421003002,2,TU99
421003002,2,TZNU
421003002,2,TX5P
421003002,2,TFM8
421003002,2,TXZE
421003002,2,TSY1
421003002,2,TGA2
421003002,2,TTC1
421003002,2,TX7X
421003002,2,TWUB
421003002,2,TTR7
421003002,2,TWUK
421003002,2,TDP4
421003002,2,TPZ3
421003002,2,TFZ3
421003002,2,TXA1
421003002,2,TGL8
421003002,2,TZE3
421003002,2,TP20
421003002,2,TX7V
421003002,2,TWUJ
421003002,2,TT56
421003002,2,TAQG
421003002,2,TAFZ
421003002,2,TJJ7
421003002,2,TDU2
421003002,2,TDO5
421003002,2,TAJL
421003002,2,TWTR
421003002,2,T9SK
421003002,2,T33U
421003002,2,TZTW
421003002,2,TWTV
421003002,2,TTB9
421003002,2,TTB0
421003002,2,TSY7
421003002,2,TSU5
421003002,2,TWUE
421003002,2,TAFY
421003002,2,TX5I
421003002,2,TGA3
421003002,2,TEU3
421003002,2,TAHC
421003002,2,TDU1
421003002,2,TWVR
421003002,2,TWUS
421003002,2,TGA0
421003002,2,TCE1
421003002,2,TX7F
421003002,2,TLT8
421003002,2,TFR3
421003002,2,T196
421003002,2,TDV4
421003002,2,TXZT
421003002,2,TSV2
421003002,2,TKB0
421003002,2,TCT5
421003002,2,T35H
421003002,2,TOQ1
421003002,2,TLN4
421003002,2,TLJ5
421003002,2,TLJ1
421003002,2,TDZ5
421003002,2,TDO2
421003002,2,TDB1
421003002,2,TCV4
421003002,2,TCG7
421003002,2,TX76
421003002,2,TJV4
421003002,2,TGR6
421003002,2,TAWR
421003002,2,TWUP
421003002,2,TTW1
421003002,2,TY61
421003002,2,TXZS
421003002,2,TPO4
421003002,2,TP26
421003002,2,TMJ1
421003002,2,TKY4
421003002,2,TJZ4
421003002,2,TJV1
421003002,2,TCA0
421003002,2,TLU8
