sap_id,br_code,min_qty,max_qty
494002420,TNS1,3,40
493926563,TNS1,3,40
493922061,TNS1,3,40
494002350,TNS1,3,40
494000988,TNS1,3,40
493924498,TNS1,3,40
493924998,TNS1,3,40
493925622,TNS1,3,40
493924893,TNS1,3,40
490792432,TNS1,3,40
493926798,TNS1,3,40
493926157,TNS1,3,40
493922999,TNS1,3,40
493925796,TNS1,3,40
493926753,TNS1,3,40
493923492,TNS1,3,40
493922909,TNS1,3,40
494000889,TNS1,3,40
493924577,TNS1,3,40
493923828,TNS1,3,40
493923458,TNS1,3,40
494000841,TNS1,3,40
493921401,TNS1,3,40
493924644,TNS1,3,40
493924038,TNS1,3,40
493924479,TNS1,3,40
491391423,TNS1,3,40
493921559,TNS1,3,40
493926294,TNS1,3,40
494000675,TNS1,3,40
491470001,TNS1,3,40
493924690,TNS1,3,40
493923544,TNS1,3,40
493923877,TNS1,3,40
493922667,TNS1,3,40
494000634,TNS1,3,40
493921667,TNS1,3,40
493924692,TNS1,3,40
494002494,TNS1,3,40
493921437,TNS1,3,40
493924029,TNS1,3,40
494002559,TNS1,3,40
493925519,TNS1,3,40
493926180,TNS1,3,40
494000803,TNS1,3,40
493924010,TNS1,3,40
493921660,TNS1,3,40
494000895,TNS1,3,40
493922658,TNS1,3,40
493921473,TNS1,3,40
493923013,TNS1,3,40
493926427,TNS1,3,40
493925982,TNS1,3,40
493926177,TNS1,3,40
490916904,TNS1,3,40
494000731,TNS1,3,40
494004331,TNS1,3,40
493921524,TNS1,3,40
494000607,TNS1,3,40
493946004,TNS1,3,40
493925501,TNS1,3,40
491487857,TNS1,3,40
493921619,TNS1,3,40
490792434,TNS1,3,40
493923009,TNS1,3,40
493944172,TNS1,3,40
494004287,TNS1,3,40
493924074,TNS1,3,40
493924487,TNS1,3,40
493924285,TNS1,3,40
493925613,TNS1,3,40
493922697,TNS1,3,40
493926382,TNS1,3,40
493924136,TNS1,3,40
493923469,TNS1,3,40
493931622,TNS1,3,40
493925891,TNS1,3,40
490823634,TNS1,3,40
493924703,TNS1,3,40
493952429,TNS1,3,40
493923899,TNS1,3,40
493923737,TNS1,3,40
493923856,TNS1,3,40
491349562,TNS1,3,40
494000676,TNS1,3,40
493924012,TNS1,3,40
493923314,TNS1,3,40
493921386,TNS1,3,40
494009172,TNS1,3,40
490542622,TNS1,3,40
493950723,TNS1,3,40
493922367,TNS1,3,40
493925894,TNS1,3,40
493922734,TNS1,3,40
493922000,TNS1,3,40
493922148,TNS1,3,40
493924555,TNS1,3,40
494000991,TNS1,3,40
494000882,TNS1,3,40
493921438,TNS1,3,40
493946341,TNS1,3,40
493923164,TNS1,3,40
493924229,TNS1,3,40
493925549,TNS1,3,40
493947218,TNS1,3,40
494000705,TNS1,3,40
493922481,TNS1,3,40
493922529,TNS1,3,40
493926466,TNS1,3,40
493924657,TNS1,3,40
494000696,TNS1,3,40
493949365,TNS1,3,40
494003438,TNS1,3,40
493946350,TNS1,3,40
493926403,TNS1,3,40
493950883,TNS1,3,40
490004851,TNS1,3,40
493924900,TNS1,3,40
493929478,TNS1,3,40
493925994,TNS1,3,40
494000982,TNS1,3,40
493923581,TNS1,3,40
494011249,TNS1,3,40
493922570,TNS1,3,40
493922152,TNS1,3,40
493948667,TNS1,3,40
493922693,TNS1,3,40
493932557,TNS1,3,40
493926451,TNS1,3,40
493925651,TNS1,3,40
493922329,TNS1,3,40
493926784,TNS1,3,40
493924722,TNS1,3,40
493926609,TNS1,3,40
493926332,TNS1,3,40
494001834,TNS1,3,40
493925607,TNS1,3,40
490782407,TNS1,3,40
493926544,TNS1,3,40
493925829,TNS1,3,40
494011250,TNS1,3,40
493924899,TNS1,3,40
493923520,TNS1,3,40
490583405,TNS1,3,40
491470000,TNS1,3,40
493925971,TNS1,3,40
493922466,TNS1,3,40
493922197,TNS1,3,40
493926813,TNS1,3,40
493924878,TNS1,3,40
493944069,TNS1,3,40
493929881,TNS1,3,40
493922546,TNS1,3,40
494000855,TNS1,3,40
494004162,TNS1,3,40
493925517,TNS1,3,40
493926006,TNS1,3,40
494001035,TNS1,3,40
493923081,TNS1,3,40
494001993,TNS1,3,40
493922364,TNS1,3,40
494003984,TNS1,3,40
494001758,TNS1,3,40
493934671,TNS1,3,40
493921841,TNS1,3,40
493931954,TNS1,3,40
494000632,TNS1,3,40
493932176,TNS1,3,40
494002024,TNS1,3,40
493922456,TNS1,3,40
491215615,TNS1,3,40
493952428,TNS1,3,40
493933380,TNS1,3,40
493922045,TNS1,3,40
493926136,TNS1,3,40
493921697,TNS1,3,40
493925190,TNS1,3,40
493924368,TNS1,3,40
493926298,TNS1,3,40
494000940,TNS1,3,40
493924972,TNS1,3,40
493934894,TNS1,3,40
493923636,TNS1,3,40
494000515,TNS1,3,40
494000818,TNS1,3,40
493933119,TNS1,3,40
491349548,TNS1,3,40
493921319,TNS1,3,40
493952719,TNS1,3,40
493925897,TNS1,3,40
493933111,TNS1,3,40
494000543,TNS1,3,40
493924941,TNS1,3,40
493921650,TNS1,3,40
493950991,TNS1,3,40
494003762,TNS1,3,40
493924773,TNS1,3,40
493923392,TNS1,3,40
490908474,TNS1,3,40
493925926,TNS1,3,40
493924882,TNS1,3,40
493924962,TNS1,3,40
493923862,TNS1,3,40
493923579,TNS1,3,40
493922895,TNS1,3,40
493925921,TNS1,3,40
493926694,TNS1,3,40
493923248,TNS1,3,40
493923355,TNS1,3,40
491398471,TNS1,3,40
493716730,TNS1,3,40
493928390,TNS1,3,40
493921378,TNS1,3,40
493924526,TNS1,3,40
493921853,TNS1,3,40
493926421,TNS1,3,40
493946064,TNS1,3,40
493924698,TNS1,3,40
493944264,TNS1,3,40
494000699,TNS1,3,40
493921782,TNS1,3,40
493922688,TNS1,3,40
493922424,TNS1,3,40
493946977,TNS1,3,40
493923720,TNS1,3,40
493924877,TNS1,3,40
493922496,TNS1,3,40
493921971,TNS1,3,40
493926708,TNS1,3,40
493922901,TNS1,3,40
493926418,TNS1,3,40
493926612,TNS1,3,40
492519478,TNS1,3,40
493945876,TNS1,3,40
490577737,TNS1,3,40
493924752,TNS1,3,40
493923966,TNS1,3,40
493923607,TNS1,3,40
493925449,TNS1,3,40
493921501,TNS1,3,40
494002695,TNS1,3,40
493921636,TNS1,3,40
494000765,TNS1,3,40
493925108,TNS1,3,40
493930409,TNS1,3,40
493944140,TNS1,3,40
493921692,TNS1,3,40
493923327,TNS1,3,40
493921687,TNS1,3,40
493948304,TNS1,3,40
493924750,TNS1,3,40
493925608,TNS1,3,40
493924471,TNS1,3,40
493925557,TNS1,3,40
493922733,TNS1,3,40
493945698,TNS1,3,40
493932177,TNS1,3,40
494001031,TNS1,3,40
493925042,TNS1,3,40
490998026,TNS1,3,40
494002427,TNS1,3,40
493924296,TNS1,3,40
493926802,TNS1,3,40
494003719,TNS1,3,40
493926791,TNS1,3,40
493924454,TNS1,3,40
493922405,TNS1,3,40
493925065,TNS1,3,40
493926219,TNS1,3,40
493930237,TNS1,3,40
494003652,TNS1,3,40
493922586,TNS1,3,40
493950074,TNS1,3,40
493926022,TNS1,3,40
493921852,TNS1,3,40
493922998,TNS1,3,40
493925555,TNS1,3,40
493944373,TNS1,3,40
493924250,TNS1,3,40
494000844,TNS1,3,40
493926730,TNS1,3,40
493924221,TNS1,3,40
493922594,TNS1,3,40
491377378,TNS1,3,40
493921355,TNS1,3,40
494004075,TNS1,3,40
493948972,TNS1,3,40
493953661,TNS1,3,40
491416436,TNS1,3,40
494000536,TNS1,3,40
493921884,TNS1,3,40
494006853,TNS1,3,40
493923705,TNS1,3,40
493925134,TNS1,3,40
493923367,TNS1,3,40
493926817,TNS1,3,40
493922749,TNS1,3,40
494000983,TNS1,3,40
493922030,TNS1,3,40
494005066,TNS1,3,40
493923841,TNS1,3,40
493925078,TNS1,3,40
493924331,TNS1,3,40
493924265,TNS1,3,40
493925477,TNS1,3,40
493925601,TNS1,3,40
493924393,TNS1,3,40
493947494,TNS1,3,40
493926027,TNS1,3,40
493925494,TNS1,3,40
493925799,TNS1,3,40
493930696,TNS1,3,40
493926715,TNS1,3,40
493949004,TNS1,3,40
493926465,TNS1,3,40
493923174,TNS1,3,40
493926692,TNS1,3,40
493949590,TNS1,3,40
494005176,TNS1,3,40
494000961,TNS1,3,40
493925020,TNS1,3,40
493922948,TNS1,3,40
494001019,TNS1,3,40
493921544,TNS1,3,40
494003528,TNS1,3,40
494002473,TNS1,3,40
494000630,TNS1,3,40
491653199,TNS1,3,40
493924753,TNS1,3,40
493923375,TNS1,3,40
493924335,TNS1,3,40
493921929,TNS1,3,40
492591808,TNS1,3,40
493924989,TNS1,3,40
493951258,TNS1,3,40
492591811,TNS1,3,40
493946758,TNS1,3,40
493925919,TNS1,3,40
493922043,TNS1,3,40
490016052,TNS1,3,40
493922977,TNS1,3,40
493923504,TNS1,3,40
492490597,TNS1,3,40
491338120,TNS1,3,40
493950915,TNS1,3,40
493922802,TNS1,3,40
493926506,TNS1,3,40
493947782,TNS1,3,40
493922232,TNS1,3,40
494007025,TNS1,3,40
493924474,TNS1,3,40
493947981,TNS1,3,40
493951660,TNS1,3,40
493925399,TNS1,3,40
493946697,TNS1,3,40
493925844,TNS1,3,40
494000901,TNS1,3,40
493924628,TNS1,3,40
493950521,TNS1,3,40
493923442,TNS1,3,40
493922289,TNS1,3,40
493945094,TNS1,3,40
493925465,TNS1,3,40
494002493,TNS1,3,40
493924606,TNS1,3,40
493923373,TNS1,3,40
490843717,TNS1,3,40
494002937,TNS1,3,40
494000801,TNS1,3,40
493933117,TNS1,3,40
493924907,TNS1,3,40
493923353,TNS1,3,40
493925159,TNS1,3,40
493953503,TNS1,3,40
493925001,TNS1,3,40
493926490,TNS1,3,40
493924649,TNS1,3,40
493923018,TNS1,3,40
493924770,TNS1,3,40
493924921,TNS1,3,40
493947159,TNS1,3,40
494000774,TNS1,3,40
490871353,TNS1,3,40
493926804,TNS1,3,40
493921326,TNS1,3,40
493934826,TNS1,3,40
490575438,TNS1,3,40
493924371,TNS1,3,40
493925801,TNS1,3,40
493922455,TNS1,3,40
493926312,TNS1,3,40
493926422,TNS1,3,40
493923890,TNS1,3,40
493948666,TNS1,3,40
493921846,TNS1,3,40
493924294,TNS1,3,40
490036555,TNS1,3,40
493922138,TNS1,3,40
491061212,TNS1,3,40
490823635,TNS1,3,40
493926256,TNS1,3,40
493924883,TNS1,3,40
493925133,TNS1,3,40
493924961,TNS1,3,40
493926487,TNS1,3,40
493923260,TNS1,3,40
493924142,TNS1,3,40
494000872,TNS1,3,40
494005175,TNS1,3,40
493921900,TNS1,3,40
493952619,TNS1,3,40
493929775,TNS1,3,40
494002903,TNS1,3,40
494005261,TNS1,3,40
493933672,TNS1,3,40
493926835,TNS1,3,40
493924780,TNS1,3,40
493934488,TNS1,3,40
494003944,TNS1,3,40
493924023,TNS1,3,40
490823636,TNS1,3,40
493922915,TNS1,3,40
494003765,TNS1,3,40
493925422,TNS1,3,40
493924959,TNS1,3,40
493921997,TNS1,3,40
493922078,TNS1,3,40
493926096,TNS1,3,40
493953629,TNS1,3,40
493921859,TNS1,3,40
493922016,TNS1,3,40
494001006,TNS1,3,40
493926579,TNS1,3,40
493922125,TNS1,3,40
493921613,TNS1,3,40
494001061,TNS1,3,40
490015716,TNS1,3,40
494000799,TNS1,3,40
493922823,TNS1,3,40
493923115,TNS1,3,40
493945940,TNS1,3,40
491437936,TNS1,3,40
493923137,TNS1,3,40
493934350,TNS1,3,40
494001805,TNS1,3,40
494004276,TNS1,3,40
493928686,TNS1,3,40
492367979,TNS1,3,40
493924747,TNS1,3,40
490642448,TNS1,3,40
493923184,TNS1,3,40
493925513,TNS1,3,40
492519477,TNS1,3,40
490126728,TNS1,3,40
493927211,TNS1,3,40
493922861,TNS1,3,40
493924320,TNS1,3,40
494005747,TNS1,3,40
494002231,TNS1,3,40
494000647,TNS1,3,40
493921719,TNS1,3,40
493922380,TNS1,3,40
493924222,TNS1,3,40
493949104,TNS1,3,40
493924417,TNS1,3,40
493923093,TNS1,3,40
493968867,TNS1,3,40
493923557,TNS1,3,40
493922060,TNS1,3,40
493926442,TNS1,3,40
493921547,TNS1,3,40
493926341,TNS1,3,40
493922835,TNS1,3,40
493952536,TNS1,3,40
493926615,TNS1,3,40
493922303,TNS1,3,40
494000677,TNS1,3,40
493922273,TNS1,3,40
493922747,TNS1,3,40
494002882,TNS1,3,40
493922856,TNS1,3,40
493926462,TNS1,3,40
493925504,TNS1,3,40
493945578,TNS1,3,40
493926720,TNS1,3,40
494000660,TNS1,3,40
493924240,TNS1,3,40
493925515,TNS1,3,40
493926611,TNS1,3,40
493922033,TNS1,3,40
493925170,TNS1,3,40
493923540,TNS1,3,40
493924361,TNS1,3,40
493925756,TNS1,3,40
493924759,TNS1,3,40
493923004,TNS1,3,40
493923176,TNS1,3,40
493925895,TNS1,3,40
493926617,TNS1,3,40
493921646,TNS1,3,40
493950784,TNS1,3,40
493922708,TNS1,3,40
493924813,TNS1,3,40
493925914,TNS1,3,40
493925419,TNS1,3,40
493926806,TNS1,3,40
493921483,TNS1,3,40
493924139,TNS1,3,40
493925813,TNS1,3,40
493921507,TNS1,3,40
493932945,TNS1,3,40
493921876,TNS1,3,40
493922552,TNS1,3,40
493925039,TNS1,3,40
493922461,TNS1,3,40
493926447,TNS1,3,40
493925946,TNS1,3,40
494001023,TNS1,3,40
493926743,TNS1,3,40
493923889,TNS1,3,40
493926746,TNS1,3,40
493926568,TNS1,3,40
493949092,TNS1,3,40
493921387,TNS1,3,40
493923756,TNS1,3,40
493923627,TNS1,3,40
494000614,TNS1,3,40
490190076,TNS1,3,40
493924157,TNS1,3,40
493925021,TNS1,3,40
490577736,TNS1,3,40
493923672,TNS1,3,40
493924254,TNS1,3,40
493950967,TNS1,3,40
493932486,TNS1,3,40
493924404,TNS1,3,40
493926793,TNS1,3,40
493922180,TNS1,3,40
493921411,TNS1,3,40
491633909,TNS1,3,40
494000851,TNS1,3,40
493922851,TNS1,3,40
490020528,TNS1,3,40
493923859,TNS1,3,40
490577735,TNS1,3,40
493925451,TNS1,3,40
493925892,TNS1,3,40
493926098,TNS1,3,40
493945028,TNS1,3,40
493951519,TNS1,3,40
493931837,TNS1,3,40
493946126,TNS1,3,40
493922361,TNS1,3,40
493925429,TNS1,3,40
493921656,TNS1,3,40
493925307,TNS1,3,40
493928788,TNS1,3,40
493923906,TNS1,3,40
494002358,TNS1,3,40
493921352,TNS1,3,40
493934887,TNS1,3,40
493926825,TNS1,3,40
493925243,TNS1,3,40
493921950,TNS1,3,40
493924677,TNS1,3,40
493953594,TNS1,3,40
493926217,TNS1,3,40
493924488,TNS1,3,40
493923134,TNS1,3,40
493923857,TNS1,3,40
494001889,TNS1,3,40
490012807,TNS1,3,40
493923745,TNS1,3,40
493922818,TNS1,3,40
493924840,TNS1,3,40
493925413,TNS1,3,40
493948236,TNS1,3,40
493922722,TNS1,3,40
493922547,TNS1,3,40
493921963,TNS1,3,40
493926492,TNS1,3,40
494003588,TNS1,3,40
493925101,TNS1,3,40
493926463,TNS1,3,40
494000958,TNS1,3,40
490853252,TNS1,3,40
491417923,TNS1,3,40
493930643,TNS1,3,40
494000873,TNS1,3,40
493926695,TNS1,3,40
494000950,TNS1,3,40
493925664,TNS1,3,40
493923864,TNS1,3,40
493922149,TNS1,3,40
493925724,TNS1,3,40
493926172,TNS1,3,40
494003287,TNS1,3,40
493923017,TNS1,3,40
493953303,TNS1,3,40
494002797,TNS1,3,40
493922976,TNS1,3,40
493946830,TNS1,3,40
493921449,TNS1,3,40
493926967,TNS1,3,40
493946385,TNS1,3,40
491417921,TNS1,3,40
493921943,TNS1,3,40
493932777,TNS1,3,40
494004422,TNS1,3,40
494003201,TNS1,3,40
493924011,TNS1,3,40
493923621,TNS1,3,40
493923372,TNS1,3,40
493923919,TNS1,3,40
493929554,TNS1,3,40
494004109,TNS1,3,40
494000646,TNS1,3,40
493922229,TNS1,3,40
494002422,TNS1,3,40
491585467,TNS1,3,40
493921703,TNS1,3,40
494000897,TNS1,3,40
494002900,TNS1,3,40
493923263,TNS1,3,40
493925207,TNS1,3,40
490824630,TNS1,3,40
494001561,TNS1,3,40
493926494,TNS1,3,40
493925764,TNS1,3,40
491061210,TNS1,3,40
493926012,TNS1,3,40
493922290,TNS1,3,40
493921546,TNS1,3,40
493926859,TNS1,3,40
493926052,TNS1,3,40
494001015,TNS1,3,40
493952537,TNS1,3,40
494004288,TNS1,3,40
493922437,TNS1,3,40
493923281,TNS1,3,40
493923565,TNS1,3,40
493926460,TNS1,3,40
493926489,TNS1,3,40
493921404,TNS1,3,40
494005440,TNS1,3,40
493926499,TNS1,3,40
493921864,TNS1,3,40
493924788,TNS1,3,40
491338121,TNS1,3,40
493926103,TNS1,3,40
493923489,TNS1,3,40
493922023,TNS1,3,40
493923051,TNS1,3,40
493924259,TNS1,3,40
491440963,TNS1,3,40
494003922,TNS1,3,40
493953687,TNS1,3,40
493931208,TNS1,3,40
493949103,TNS1,3,40
493949640,TNS1,3,40
493946565,TNS1,3,40
493924476,TNS1,3,40
493925111,TNS1,3,40
494000740,TNS1,3,40
493923413,TNS1,3,40
493923945,TNS1,3,40
490922484,TNS1,3,40
493922341,TNS1,3,40
493924924,TNS1,3,40
490782475,TNS1,3,40
493921911,TNS1,3,40
493923730,TNS1,3,40
493922054,TNS1,3,40
493922381,TNS1,3,40
493930363,TNS1,3,40
493925503,TNS1,3,40
493928183,TNS1,3,40
493923165,TNS1,3,40
494002556,TNS1,3,40
494003254,TNS1,3,40
494003263,TNS1,3,40
493925996,TNS1,3,40
493922810,TNS1,3,40
493926488,TNS1,3,40
491487858,TNS1,3,40
493924536,TNS1,3,40
494000532,TNS1,3,40
494000848,TNS1,3,40
493953415,TNS1,3,40
493929719,TNS1,3,40
494001690,TNS1,3,40
490005811,TNS1,3,40
494000968,TNS1,3,40
493925122,TNS1,3,40
493924041,TNS1,3,40
493924633,TNS1,3,40
494000674,TNS1,3,40
493923980,TNS1,3,40
493924352,TNS1,3,40
494004755,TNS1,3,40
493925943,TNS1,3,40
493925948,TNS1,3,40
493926709,TNS1,3,40
493926426,TNS1,3,40
493926141,TNS1,3,40
494000619,TNS1,3,40
493923873,TNS1,3,40
493922666,TNS1,3,40
493921463,TNS1,3,40
493924992,TNS1,3,40
493927014,TNS1,3,40
493929457,TNS1,3,40
493953711,TNS1,3,40
493922397,TNS1,3,40
493925932,TNS1,3,40
493922470,TNS1,3,40
493924356,TNS1,3,40
493921618,TNS1,3,40
493946120,TNS1,3,40
494003972,TNS1,3,40
493922562,TNS1,3,40
493923703,TNS1,3,40
493924993,TNS1,3,40
494003529,TNS1,3,40
493949648,TNS1,3,40
490577750,TNS1,3,40
490003398,TNS1,3,40
493923302,TNS1,3,40
493923562,TNS1,3,40
493933635,TNS1,3,40
493931529,TNS1,3,40
494002562,TNS1,3,40
493922074,TNS1,3,40
493925935,TNS1,3,40
493933032,TNS1,3,40
493923977,TNS1,3,40
493926434,TNS1,3,40
493932009,TNS1,3,40
493924504,TNS1,3,40
493923310,TNS1,3,40
493924727,TNS1,3,40
493945359,TNS1,3,40
490395483,TNS1,3,40
494001755,TNS1,3,40
493924580,TNS1,3,40
494000905,TNS1,3,40
493925881,TNS1,3,40
493925130,TNS1,3,40
493921569,TNS1,3,40
493924538,TNS1,3,40
493932787,TNS1,3,40
493924042,TNS1,3,40
493951134,TNS1,3,40
494000681,TNS1,3,40
493922551,TNS1,3,40
493925162,TNS1,3,40
493933029,TNS1,3,40
494001026,TNS1,3,40
493931852,TNS1,3,40
493929487,TNS1,3,40
493924969,TNS1,3,40
493922593,TNS1,3,40
491946234,TNS1,3,40
493922528,TNS1,3,40
493923187,TNS1,3,40
493922833,TNS1,3,40
493925141,TNS1,3,40
494003258,TNS1,3,40
493933118,TNS1,3,40
494003692,TNS1,3,40
493923219,TNS1,3,40
494000864,TNS1,3,40
490020703,TNS1,3,40
493923107,TNS1,3,40
494002515,TNS1,3,40
490926625,TNS1,3,40
491587009,TNS1,3,40
494000656,TNS1,3,40
493944722,TNS1,3,40
491376447,TNS1,3,40
491961049,TNS1,3,40
494005150,TNS1,3,40
493925807,TNS1,3,40
493926026,TNS1,3,40
493926091,TNS1,3,40
493921381,TNS1,3,40
493926392,TNS1,3,40
493924400,TNS1,3,40
490005081,TNS1,3,40
493924140,TNS1,3,40
493926815,TNS1,3,40
493950241,TNS1,3,40
494000718,TNS1,3,40
493927928,TNS1,3,40
493923848,TNS1,3,40
493924499,TNS1,3,40
